epoch,Step,loss_function,loss,rmse,rmse_log,silog,log_10,a1,a2,a3,abs_rel,sq_rel
0,0,Train/SILog,2.153989315032959,0.25189385,0.19760814,12.953650100739267,0.07530263,0.6967530081479665,0.919808441915023,0.9983775613334482,0.19212309,0.06782901
0,1,Train/SILog,4.174001693725586,0.34306782,0.3472794,11.702214686361993,0.13864793,0.5305449950543633,0.7780879985916489,0.8444320517001063,0.44088513,0.25670695
0,2,Train/SILog,3.647138833999634,0.4092214,0.31039464,12.120833910466555,0.12643738,0.37999252032724745,0.7572097016005721,0.9872558926394484,0.29168946,0.14806968
0,3,Train/SILog,3.6636815071105957,0.41996723,0.3049639,9.318307957444311,0.12608153,0.5149017268633882,0.7678967774602623,0.9121759011885457,0.26744252,0.15496029
0,4,Train/SILog,2.8685643672943115,0.364043,0.27319455,15.639212111173576,0.107073694,0.5143077285099122,0.8542911384043483,0.9676896212618993,0.2343194,0.113516316
0,5,Train/SILog,4.011425971984863,0.40095055,0.35536587,11.172793099508379,0.14459375,0.39304797997432894,0.6513970417867639,0.9799153834185208,0.36948806,0.16354045
0,6,Train/SILog,2.4591386318206787,0.28520238,0.2181997,5.239035296035983,0.09049347,0.7057249784821173,0.8739302160588174,0.9896797711942864,0.24847084,0.12701167
0,7,Train/SILog,2.0469775199890137,0.26958108,0.18115574,8.760607201247012,0.07284047,0.7369640211890995,0.9681616248189571,0.9997443068938765,0.17203772,0.060347762
0,8,Train/SILog,2.058650255203247,0.25071338,0.17623322,7.203051053185547,0.07027058,0.7744193421711076,0.9872787816271493,1.0,0.17023572,0.052779946
0,9,Train/SILog,3.2967355251312256,0.48116368,0.32194376,8.141360098227455,0.13423519,0.4945085980660103,0.7700709416444741,0.8635631653691584,0.41822737,0.34883675
0,10,Train/SILog,3.4669547080993652,0.40106872,0.26265,11.13218923374326,0.10636677,0.662598931047903,0.8539555424809049,0.9237566992396931,0.3097211,0.20692267
0,11,Train/SILog,3.198712110519409,0.42440265,0.2921911,11.89923220641861,0.11412361,0.4118363500816081,0.8689197750260542,0.9905256137664413,0.27966043,0.14029026
0,12,Train/SILog,2.011612892150879,0.25122327,0.18177727,7.2597544911957135,0.07252641,0.6971107367646829,0.9878215525343993,0.9998266158722101,0.17987695,0.052353285
0,13,Train/SILog,3.3236618041992188,0.3951154,0.31095612,13.788246924585408,0.12541313,0.3826489227285997,0.7981388741002815,0.9969289291300633,0.3114771,0.14858854
0,14,Train/SILog,2.988125801086426,0.30139032,0.27190703,9.211164177294808,0.11048128,0.49408466387933236,0.8393335719010439,0.9738591093032595,0.2946974,0.12421929
0,15,Train/SILog,3.725886344909668,0.40292436,0.38145524,9.55877089690868,0.1574358,0.4713785529254496,0.6042968798550006,0.761400305952451,0.50506294,0.31321084
0,16,Train/SILog,2.8172950744628906,0.3521164,0.27081585,11.351610997828047,0.10933161,0.48627555734574013,0.7885774713011027,0.9912459201786948,0.28759283,0.13761033
0,17,Train/SILog,3.815418243408203,0.41354427,0.32309058,9.026992109972355,0.13430831,0.3902653904976665,0.7042400722752309,0.9709076821653841,0.3192566,0.15252125
0,18,Train/SILog,3.7053604125976562,0.39841485,0.34323186,10.271021315779137,0.14236051,0.3192263101547038,0.7586891352576081,0.9852240338433946,0.3306811,0.15476368
0,19,Train/SILog,2.967517375946045,0.34805447,0.31441838,8.97602476982014,0.13034809,0.24557057070236676,0.9066599821373988,0.9994133177358022,0.2752599,0.101959
0,20,Train/SILog,3.709385395050049,0.38648462,0.3395547,9.29817183495977,0.14085418,0.40045699322961636,0.755293689859632,0.8711868748307119,0.28519213,0.15673168
0,21,Train/SILog,3.833712339401245,0.3707304,0.3300385,12.28358317159838,0.12771606,0.48129147538092926,0.7545618456739682,0.9471420069719998,0.29565164,0.14373568
0,22,Train/SILog,2.854849100112915,0.24008603,0.21858582,8.271913489299907,0.08803031,0.6745237721543974,0.8560904572080228,0.9947026161411231,0.20041962,0.06390734
0,23,Train/SILog,1.566056489944458,0.28637815,0.19198042,7.576721576358409,0.07779569,0.6417570139695215,0.9769603833190001,0.9993700169761699,0.15902817,0.057817254
0,24,Train/SILog,2.2620317935943604,0.4203608,0.34669185,8.650147632422083,0.14681888,0.1623028575767221,0.8210194147815002,0.9943562341503294,0.286661,0.12922075
0,25,Train/SILog,4.921950817108154,0.24400191,0.29492015,7.440611062587994,0.12079418,0.7130899301105229,0.8698127794130792,0.8742235503475138,0.4303365,0.1883044
0,26,Train/SILog,1.9099464416503906,0.2449397,0.16619726,7.987669141649835,0.06405642,0.7776137988337861,0.9960698783116213,0.9999386854153041,0.14648777,0.048493654
0,27,Train/SILog,4.1951680183410645,0.5561964,0.3972059,10.342068693416635,0.16674241,0.24256521168547568,0.6331470717595292,0.8963598058479807,0.3553052,0.22818615
0,28,Train/SILog,1.5296056270599365,0.20920953,0.16101512,10.30252117737597,0.05797392,0.828595579348175,0.9765140060015126,0.9999247060107233,0.14685737,0.039298154
0,29,Train/SILog,2.005868434906006,0.24781239,0.17324468,7.69848955991233,0.06819816,0.7163786581817413,0.8898302394537059,0.9998809311186522,0.18611822,0.09198767
0,30,Train/SILog,2.467806339263916,0.317985,0.20978083,8.44558135693389,0.0817399,0.609023929986104,0.8995997354051972,0.999892543669174,0.1963219,0.09310919
0,31,Train/SILog,2.6017045974731445,0.27280194,0.23443106,8.153281479831307,0.09500335,0.5152057644994212,0.9496956222490291,1.0,0.23830557,0.07528126
0,32,Train/SILog,3.046492099761963,0.5358713,0.3681153,12.116994550499907,0.15203884,0.34329863177609715,0.6852352151654315,0.9262379092960142,0.45341843,0.32047346
0,33,Train/SILog,2.818338632583618,0.28999513,0.2606635,9.910734423333164,0.10465586,0.5693984638673794,0.8317138957964385,0.9439546671292152,0.300586,0.14534411
0,34,Train/SILog,2.1256728172302246,0.36595917,0.30080286,12.894384920895618,0.12074514,0.4239187493080611,0.9186507404201218,0.9514418523503315,0.34629062,0.16997403
0,35,Train/SILog,1.7117310762405396,0.2797416,0.16148739,8.294826343772698,0.0622688,0.7507483819081775,0.9523990006026883,0.9886396430979465,0.12733537,0.057270553
0,36,Train/SILog,3.073397159576416,0.3201899,0.2852596,11.767563892768754,0.10932475,0.6020813126766122,0.812376205160228,0.9793093816397294,0.31734908,0.1596689
0,37,Train/SILog,2.5465354919433594,0.29268992,0.23527431,9.955282894311292,0.09246409,0.6023820219912787,0.9077080821760622,0.9997391019227293,0.21358667,0.084979944
0,38,Train/SILog,3.8506829738616943,0.4432851,0.30309284,7.059699311361007,0.12629066,0.5113743610910797,0.7658841817910056,0.9511689673023533,0.29699975,0.17034668
0,39,Train/SILog,2.1423139572143555,0.27441418,0.20466211,9.255251591756945,0.08370085,0.5768187653495817,0.9797231297457876,0.9996609770159228,0.19184737,0.06527961
0,40,Train/SILog,2.744114875793457,0.32083648,0.21959522,10.564540336928454,0.08395776,0.6979949128851157,0.8711184943499369,0.989904600611675,0.19279808,0.09256394
0,41,Train/SILog,3.8830723762512207,0.49031365,0.35103092,10.489333488491965,0.14520955,0.34074431242353476,0.6659340154069638,0.9573912462237746,0.35576215,0.20877257
0,42,Train/SILog,2.3993678092956543,0.25629967,0.22012079,9.683096539611595,0.08678677,0.627208058877621,0.9392523799842556,0.9864881378958875,0.19014415,0.06270984
0,43,Train/SILog,3.303006887435913,0.28577018,0.27089992,12.275715759757686,0.10515557,0.5307804081005115,0.8457652436593343,0.9928211558054982,0.24825332,0.09533575
0,44,Train/SILog,2.9296393394470215,0.3575862,0.2564953,16.113648405530952,0.09185892,0.5975802114922452,0.9158753851426753,0.9687493373233449,0.18879473,0.08783792
0,45,Train/SILog,3.3412041664123535,0.5264503,0.33234268,8.572806892209426,0.1380479,0.3150609902382699,0.7999801957928792,0.9919741652473731,0.3013999,0.18356338
0,46,Train/SILog,3.224039316177368,0.42470682,0.26831684,15.35264656127784,0.096353196,0.6044881052612243,0.8668304672525162,0.9358463681394867,0.21149278,0.13468993
0,47,Train/SILog,3.4102866649627686,0.33550316,0.29634935,7.795724397443816,0.12293403,0.5557391558312471,0.7067474514596208,0.9238133988674865,0.33565462,0.17473944
0,48,Train/SILog,2.4350545406341553,0.28140992,0.20881021,9.092934436150822,0.084138274,0.5730666803372896,0.9163365412775956,0.9989070189442485,0.18294555,0.068976045
0,49,Train/SILog,3.1245744228363037,0.2831768,0.29961503,10.260872216043978,0.120169096,0.38769074148682237,0.8092453240242192,0.9984978303327663,0.28625143,0.094695516
0,50,Train/SILog,1.7475171089172363,0.30116975,0.18602587,9.706058920903342,0.07185385,0.7647993869161653,0.9691448650399874,0.9999827744602664,0.15068342,0.054715727
0,51,Train/SILog,2.793595552444458,0.26808697,0.2514301,10.647129107123973,0.10123791,0.5122563615463052,0.9397010825632152,0.9911138747849022,0.24644825,0.071351305
0,52,Train/SILog,3.0275394916534424,0.34082448,0.25602514,12.474339820636642,0.10276616,0.5413489646186168,0.8817239180837044,0.9640043586715443,0.24924847,0.12416314
0,53,Train/SILog,2.5078413486480713,0.24972278,0.20740005,6.349403516694153,0.08476043,0.7362506943893613,0.8722276531180642,1.0,0.18436944,0.05825289
