sample,cropped_percentage,rmse_org,rel_org,rmse_cropped,rel_cropped
bedroom/rgb_01182.jpg bedroom/sync_depth_01182.png 518.8579,25,0.16756932,0.059741877,0.37824205,0.1175772
bedroom/rgb_01183.jpg bedroom/sync_depth_01183.png 518.8579,25,0.07567649,0.020657716,0.4584796,0.15358987
bedroom/rgb_01191.jpg bedroom/sync_depth_01191.png 518.8579,25,0.11421944,0.02961557,0.93278515,0.28434667
bedroom/rgb_01192.jpg bedroom/sync_depth_01192.png 518.8579,25,0.17112423,0.050819136,0.4183331,0.11900936
bedroom/rgb_01193.jpg bedroom/sync_depth_01193.png 518.8579,25,0.49067855,0.13656019,0.2383895,0.059861086
bedroom/rgb_01194.jpg bedroom/sync_depth_01194.png 518.8579,25,0.18524337,0.07291033,0.30568364,0.10398686
bedroom/rgb_01195.jpg bedroom/sync_depth_01195.png 518.8579,25,0.22497144,0.10189505,0.19974661,0.08805787
bookstore/rgb_00083.jpg bookstore/sync_depth_00083.png 518.8579,25,0.61855185,0.124583945,1.3221898,0.1984535
bookstore/rgb_00084.jpg bookstore/sync_depth_00084.png 518.8579,25,0.30232945,0.09497676,0.38553852,0.11573047
bookstore/rgb_00085.jpg bookstore/sync_depth_00085.png 518.8579,25,0.36370593,0.06881605,0.73315346,0.21440332
bookstore/rgb_00086.jpg bookstore/sync_depth_00086.png 518.8579,25,0.38488698,0.10425175,0.76390254,0.16247745
bookstore/rgb_00087.jpg bookstore/sync_depth_00087.png 518.8579,25,0.9160865,0.37742496,1.1235511,0.35279176
bookstore/rgb_00088.jpg bookstore/sync_depth_00088.png 518.8579,25,0.86003536,0.25529706,0.75658995,0.15903573
bookstore/rgb_00089.jpg bookstore/sync_depth_00089.png 518.8579,25,0.5335057,0.13172682,0.89599854,0.22452706
bookstore/rgb_00090.jpg bookstore/sync_depth_00090.png 518.8579,25,0.6764036,0.14004256,1.0877324,0.22631225
bookstore/rgb_00116.jpg bookstore/sync_depth_00116.png 518.8579,25,0.63632846,0.0963013,1.2403566,0.179637
bookstore/rgb_00117.jpg bookstore/sync_depth_00117.png 518.8579,25,0.7349149,0.1367918,0.9402439,0.13026373
bookstore/rgb_00118.jpg bookstore/sync_depth_00118.png 518.8579,25,0.91507024,0.17100765,1.3941445,0.18123467
classroom/rgb_00283.jpg classroom/sync_depth_00283.png 518.8579,25,0.7753221,0.20435415,0.24761684,0.045865666
classroom/rgb_00284.jpg classroom/sync_depth_00284.png 518.8579,25,0.4473261,0.13088265,0.3865991,0.10714832
classroom/rgb_00295.jpg classroom/sync_depth_00295.png 518.8579,25,0.640327,0.14165778,0.4937447,0.10037524
classroom/rgb_00296.jpg classroom/sync_depth_00296.png 518.8579,25,0.33843526,0.0918115,0.38301986,0.12149575
classroom/rgb_00297.jpg classroom/sync_depth_00297.png 518.8579,25,0.5396509,0.12806834,0.3596908,0.088477895
classroom/rgb_00298.jpg classroom/sync_depth_00298.png 518.8579,25,0.7141262,0.15843597,0.51394844,0.12621787
classroom/rgb_00299.jpg classroom/sync_depth_00299.png 518.8579,25,0.8767938,0.20832987,0.25115016,0.052987833
classroom/rgb_00300.jpg classroom/sync_depth_00300.png 518.8579,25,0.6492327,0.15201136,0.6831789,0.08097942
classroom/rgb_00301.jpg classroom/sync_depth_00301.png 518.8579,25,0.6369503,0.16596745,0.31652495,0.07025918
classroom/rgb_00309.jpg classroom/sync_depth_00309.png 518.8579,25,0.6150171,0.15742871,0.29368234,0.04509545
classroom/rgb_00310.jpg classroom/sync_depth_00310.png 518.8579,25,0.60259134,0.11414053,1.0862491,0.12751238
classroom/rgb_00311.jpg classroom/sync_depth_00311.png 518.8579,25,0.34147596,0.08736149,0.5244635,0.12627837
classroom/rgb_00314.jpg classroom/sync_depth_00314.png 518.8579,25,0.19701445,0.05283214,0.52232295,0.13378318
classroom/rgb_00315.jpg classroom/sync_depth_00315.png 518.8579,25,0.31885985,0.08066254,0.83384556,0.16313286
classroom/rgb_00316.jpg classroom/sync_depth_00316.png 518.8579,25,0.19367951,0.03521118,0.55763215,0.1140709
classroom/rgb_00324.jpg classroom/sync_depth_00324.png 518.8579,25,0.36473423,0.12749164,0.19816072,0.0545129
classroom/rgb_00325.jpg classroom/sync_depth_00325.png 518.8579,25,0.25454187,0.07703071,0.21163654,0.040154893
classroom/rgb_00326.jpg classroom/sync_depth_00326.png 518.8579,25,0.39868686,0.09877579,0.3412323,0.058621652
classroom/rgb_00327.jpg classroom/sync_depth_00327.png 518.8579,25,0.29372,0.056720667,0.46641332,0.12755972
classroom/rgb_00328.jpg classroom/sync_depth_00328.png 518.8579,25,0.46499196,0.16200367,0.26644504,0.049877677
classroom/rgb_00329.jpg classroom/sync_depth_00329.png 518.8579,25,0.4821929,0.1518832,0.2819653,0.052349564
classroom/rgb_00330.jpg classroom/sync_depth_00330.png 518.8579,25,0.55045944,0.120221585,0.9496733,0.13391215
classroom/rgb_00331.jpg classroom/sync_depth_00331.png 518.8579,25,0.35506073,0.08823161,0.52959496,0.10952958
computer_lab/rgb_00332.jpg computer_lab/sync_depth_00332.png 518.8579,25,0.60829717,0.10029823,1.6409874,0.26991934
computer_lab/rgb_00333.jpg computer_lab/sync_depth_00333.png 518.8579,25,0.48082632,0.07221847,0.842161,0.15949765
computer_lab/rgb_00334.jpg computer_lab/sync_depth_00334.png 518.8579,25,0.7702273,0.13540347,0.7295003,0.122583695
dining_room/rgb_00548.jpg dining_room/sync_depth_00548.png 518.8579,25,0.46350962,0.09414701,0.7776804,0.20294058
dining_room/rgb_00549.jpg dining_room/sync_depth_00549.png 518.8579,25,0.27715498,0.076454625,0.35202497,0.112944625
dining_room/rgb_00550.jpg dining_room/sync_depth_00550.png 518.8579,25,0.23730671,0.067663305,0.32948464,0.12878622
dining_room/rgb_01346.jpg dining_room/sync_depth_01346.png 518.8579,25,0.40177158,0.16773099,0.16175453,0.04219424
dining_room/rgb_01347.jpg dining_room/sync_depth_01347.png 518.8579,25,0.32816097,0.119816415,0.095162466,0.03839314
dining_room/rgb_01348.jpg dining_room/sync_depth_01348.png 518.8579,25,0.49179435,0.15438925,0.17055884,0.056965657
dining_room/rgb_01352.jpg dining_room/sync_depth_01352.png 518.8579,25,0.9419654,0.4560216,0.8936194,0.17751537
dining_room/rgb_01353.jpg dining_room/sync_depth_01353.png 518.8579,25,0.51993525,0.20989865,0.5539294,0.080073945
dining_room/rgb_01354.jpg dining_room/sync_depth_01354.png 518.8579,25,0.5685141,0.18084767,0.4355747,0.08041359
dining_room/rgb_01355.jpg dining_room/sync_depth_01355.png 518.8579,25,0.6248053,0.20107801,0.34797263,0.054707825
dining_room/rgb_01363.jpg dining_room/sync_depth_01363.png 518.8579,25,1.125541,0.24216652,0.8244051,0.13947286
dining_room/rgb_01364.jpg dining_room/sync_depth_01364.png 518.8579,25,0.66777086,0.19423926,0.93117976,0.17731394
dining_room/rgb_01367.jpg dining_room/sync_depth_01367.png 518.8579,25,0.93306446,0.21691275,0.32672346,0.063990414
dining_room/rgb_01368.jpg dining_room/sync_depth_01368.png 518.8579,25,1.072846,0.26414257,0.537045,0.08348573
dining_room/rgb_01383.jpg dining_room/sync_depth_01383.png 518.8579,25,0.97875524,0.26859102,0.22653389,0.054794304
dining_room/rgb_01384.jpg dining_room/sync_depth_01384.png 518.8579,25,0.50354356,0.16101713,0.3876821,0.07633438
dining_room/rgb_01385.jpg dining_room/sync_depth_01385.png 518.8579,25,0.41886005,0.1102148,0.5170249,0.08145199
dining_room/rgb_01387.jpg dining_room/sync_depth_01387.png 518.8579,25,0.67118293,0.20180607,0.24509682,0.056406602
dining_room/rgb_01388.jpg dining_room/sync_depth_01388.png 518.8579,25,0.44017997,0.13294545,0.593379,0.17270252
dining_room/rgb_01389.jpg dining_room/sync_depth_01389.png 518.8579,25,0.88340473,0.18262985,0.46877638,0.09496192
dining_room/rgb_01390.jpg dining_room/sync_depth_01390.png 518.8579,25,0.5500759,0.17358418,0.312729,0.09535606
dining_room/rgb_01393.jpg dining_room/sync_depth_01393.png 518.8579,25,0.4893907,0.1301644,0.89200246,0.19782266
dining_room/rgb_01394.jpg dining_room/sync_depth_01394.png 518.8579,25,0.31794438,0.08906039,0.41467974,0.08783643
dining_room/rgb_01395.jpg dining_room/sync_depth_01395.png 518.8579,25,0.5347193,0.19772999,1.0247754,0.23138912
dining_room/rgb_01396.jpg dining_room/sync_depth_01396.png 518.8579,25,0.5850023,0.13332316,0.45600778,0.07158932
dining_room/rgb_01397.jpg dining_room/sync_depth_01397.png 518.8579,25,0.4596798,0.18075433,0.31365874,0.09724834
dining_room/rgb_01398.jpg dining_room/sync_depth_01398.png 518.8579,25,0.46157834,0.15798861,0.5851095,0.12892112
dining_room/rgb_01399.jpg dining_room/sync_depth_01399.png 518.8579,25,0.20958483,0.04505141,0.574182,0.18117781
dining_room/rgb_01400.jpg dining_room/sync_depth_01400.png 518.8579,25,0.30078948,0.059039168,0.36259434,0.1282486
dining_room/rgb_01406.jpg dining_room/sync_depth_01406.png 518.8579,25,0.38152102,0.08840784,0.6363043,0.11926233
dining_room/rgb_01407.jpg dining_room/sync_depth_01407.png 518.8579,25,0.29625657,0.07954413,0.35641345,0.09532455
dining_room/rgb_01408.jpg dining_room/sync_depth_01408.png 518.8579,25,0.43691057,0.08535909,0.8473249,0.15741764
dining_room/rgb_01409.jpg dining_room/sync_depth_01409.png 518.8579,25,0.34725264,0.054598395,0.70140177,0.13623697
dining_room/rgb_01410.jpg dining_room/sync_depth_01410.png 518.8579,25,0.45858204,0.23010452,0.23178671,0.08459557
dining_room/rgb_01386.jpg dining_room/sync_depth_01386.png 518.8579,25,1.2233312,0.32972747,0.74420154,0.1905433
dining_room/rgb_01411.jpg dining_room/sync_depth_01411.png 518.8579,25,0.8657666,0.21747026,0.4462265,0.10785945
dining_room/rgb_01412.jpg dining_room/sync_depth_01412.png 518.8579,25,0.40983304,0.1618092,0.4797124,0.18101555
dining_room/rgb_01413.jpg dining_room/sync_depth_01413.png 518.8579,25,0.39870885,0.16959676,0.3488343,0.14457835
dining_room/rgb_01420.jpg dining_room/sync_depth_01420.png 518.8579,25,0.8557918,0.23706786,0.37098607,0.078769095
dining_room/rgb_01421.jpg dining_room/sync_depth_01421.png 518.8579,25,0.32162806,0.16233449,0.21657221,0.081005104
dining_room/rgb_01422.jpg dining_room/sync_depth_01422.png 518.8579,25,0.51266754,0.22478278,0.16064242,0.04075234
dining_room/rgb_01423.jpg dining_room/sync_depth_01423.png 518.8579,25,0.29159614,0.085247345,0.42072508,0.10698111
dining_room/rgb_01429.jpg dining_room/sync_depth_01429.png 518.8579,25,0.34148926,0.11867798,0.2895329,0.09349028
dining_room/rgb_01430.jpg dining_room/sync_depth_01430.png 518.8579,25,0.40418547,0.16889548,0.2326731,0.082210615
dining_room/rgb_01431.jpg dining_room/sync_depth_01431.png 518.8579,25,0.5374556,0.18137816,0.86547214,0.13091017
dining_room/rgb_01432.jpg dining_room/sync_depth_01432.png 518.8579,25,0.48946014,0.107360035,0.91025144,0.13813174
dining_room/rgb_01440.jpg dining_room/sync_depth_01440.png 518.8579,25,0.44733146,0.14898391,0.37316924,0.08869585
dining_room/rgb_01441.jpg dining_room/sync_depth_01441.png 518.8579,25,0.2403032,0.08658867,0.21099459,0.07601902
dining_room/rgb_01442.jpg dining_room/sync_depth_01442.png 518.8579,25,0.54152334,0.11672776,0.73268336,0.16155611
dining_room/rgb_01443.jpg dining_room/sync_depth_01443.png 518.8579,25,0.21643704,0.04055374,0.62168676,0.17835826
dining_room/rgb_01444.jpg dining_room/sync_depth_01444.png 518.8579,25,0.37575266,0.16356608,0.568893,0.11040993
dining_room/rgb_01445.jpg dining_room/sync_depth_01445.png 518.8579,25,0.26313636,0.10590167,0.56598264,0.14104092
dining_room/rgb_01446.jpg dining_room/sync_depth_01446.png 518.8579,25,0.24209875,0.09314297,0.18176283,0.06764622
dining_room/rgb_01447.jpg dining_room/sync_depth_01447.png 518.8579,25,0.35385606,0.08875096,0.44706747,0.07464831
dining_room/rgb_01448.jpg dining_room/sync_depth_01448.png 518.8579,25,0.20167342,0.06629842,0.37496537,0.10520028
foyer/rgb_00350.jpg foyer/sync_depth_00350.png 518.8579,25,0.4220923,0.09412298,0.7641821,0.13839306
foyer/rgb_00351.jpg foyer/sync_depth_00351.png 518.8579,25,0.43264052,0.11137036,1.1032683,0.159231
home_office/rgb_00354.jpg home_office/sync_depth_00354.png 518.8579,25,0.3324583,0.075897135,0.704242,0.15393634
home_office/rgb_00355.jpg home_office/sync_depth_00355.png 518.8579,25,0.39867675,0.1696923,0.53261447,0.12385316
home_office/rgb_00356.jpg home_office/sync_depth_00356.png 518.8579,25,0.20014808,0.067763485,0.41405568,0.115951166
home_office/rgb_00357.jpg home_office/sync_depth_00357.png 518.8579,25,0.3052689,0.082600236,0.5945095,0.17754948
home_office/rgb_00358.jpg home_office/sync_depth_00358.png 518.8579,25,0.28108746,0.108197086,0.4105925,0.1427784
home_office/rgb_00359.jpg home_office/sync_depth_00359.png 518.8579,25,0.31204715,0.15023373,0.09439733,0.02739819
home_office/rgb_00360.jpg home_office/sync_depth_00360.png 518.8579,25,0.36387506,0.26719975,0.33518168,0.21519873
home_office/rgb_00361.jpg home_office/sync_depth_00361.png 518.8579,25,0.12655161,0.06509815,0.2254813,0.07869424
home_office/rgb_00362.jpg home_office/sync_depth_00362.png 518.8579,25,0.43470865,0.09867529,0.7125892,0.1587852
home_office/rgb_00363.jpg home_office/sync_depth_00363.png 518.8579,25,0.25115794,0.11746231,0.19837707,0.061038096
home_office/rgb_00383.jpg home_office/sync_depth_00383.png 518.8579,25,0.16321614,0.042912807,0.33914706,0.08574691
home_office/rgb_00384.jpg home_office/sync_depth_00384.png 518.8579,25,0.2395629,0.107232556,0.13099927,0.047394827
home_office/rgb_00385.jpg home_office/sync_depth_00385.png 518.8579,25,0.29306865,0.1272381,0.14212191,0.049686305
home_office/rgb_00386.jpg home_office/sync_depth_00386.png 518.8579,25,0.31196487,0.12194828,0.5163975,0.10250304
home_office/rgb_00387.jpg home_office/sync_depth_00387.png 518.8579,25,0.24022684,0.07061512,0.49727643,0.16874574
home_office/rgb_00388.jpg home_office/sync_depth_00388.png 518.8579,25,0.15502547,0.07131077,0.19297224,0.07237634
home_office/rgb_00389.jpg home_office/sync_depth_00389.png 518.8579,25,0.31258786,0.16064397,0.41354856,0.13185638
home_office/rgb_00394.jpg home_office/sync_depth_00394.png 518.8579,25,0.4493426,0.1891468,0.16586919,0.05010686
home_office/rgb_00395.jpg home_office/sync_depth_00395.png 518.8579,25,0.50227565,0.1946103,0.3960039,0.100117415
home_office/rgb_00396.jpg home_office/sync_depth_00396.png 518.8579,25,0.48010108,0.16445298,0.26592615,0.07741701
home_office/rgb_00554.jpg home_office/sync_depth_00554.png 518.8579,25,0.26767296,0.089972906,0.24974121,0.08707251
home_office/rgb_00555.jpg home_office/sync_depth_00555.png 518.8579,25,0.20838234,0.0777518,0.218335,0.069192104
home_office/rgb_00556.jpg home_office/sync_depth_00556.png 518.8579,25,0.29189837,0.15114754,0.10808453,0.042934008
home_office/rgb_00557.jpg home_office/sync_depth_00557.png 518.8579,25,0.3075608,0.16120555,0.23803766,0.11920518
kitchen/rgb_00000.jpg kitchen/sync_depth_00000.png 518.8579,25,0.786173,0.26192066,0.21228084,0.05569784
kitchen/rgb_00001.jpg kitchen/sync_depth_00001.png 518.8579,25,0.32196912,0.17867881,0.13791214,0.062776506
kitchen/rgb_00124.jpg kitchen/sync_depth_00124.png 518.8579,25,0.2872399,0.10274661,0.22751616,0.08533598
kitchen/rgb_00125.jpg kitchen/sync_depth_00125.png 518.8579,25,0.32470322,0.14672913,0.14079122,0.06441576
kitchen/rgb_00126.jpg kitchen/sync_depth_00126.png 518.8579,25,0.22304785,0.15857758,0.12645577,0.061385863
kitchen/rgb_00127.jpg kitchen/sync_depth_00127.png 518.8579,25,0.38240117,0.3389037,0.5504359,0.48601487
kitchen/rgb_00128.jpg kitchen/sync_depth_00128.png 518.8579,25,0.29817593,0.22806655,0.07214083,0.04755516
kitchen/rgb_00130.jpg kitchen/sync_depth_00130.png 518.8579,25,0.101449415,0.04456878,0.45572275,0.21734004
kitchen/rgb_00131.jpg kitchen/sync_depth_00131.png 518.8579,25,0.098214455,0.065075085,0.09592414,0.06034462
kitchen/rgb_00132.jpg kitchen/sync_depth_00132.png 518.8579,25,0.1621236,0.10812087,0.109869815,0.06911914
kitchen/rgb_00133.jpg kitchen/sync_depth_00133.png 518.8579,25,0.10196755,0.03458249,0.3288826,0.16461538
kitchen/rgb_00136.jpg kitchen/sync_depth_00136.png 518.8579,25,0.29601124,0.14966436,0.28552863,0.14719124
kitchen/rgb_00193.jpg kitchen/sync_depth_00193.png 518.8579,25,0.093298964,0.05016253,0.17403091,0.10117633
kitchen/rgb_00194.jpg kitchen/sync_depth_00194.png 518.8579,25,0.3693859,0.31913486,0.27523872,0.22552681
kitchen/rgb_00195.jpg kitchen/sync_depth_00195.png 518.8579,25,0.24088106,0.17055795,0.1684263,0.11918566
kitchen/rgb_00196.jpg kitchen/sync_depth_00196.png 518.8579,25,0.29065463,0.28789103,0.2753792,0.2546256
kitchen/rgb_00197.jpg kitchen/sync_depth_00197.png 518.8579,25,0.21267585,0.15317762,0.16833696,0.10350955
kitchen/rgb_00199.jpg kitchen/sync_depth_00199.png 518.8579,25,0.38406792,0.23486924,0.3616622,0.23081672
kitchen/rgb_00200.jpg kitchen/sync_depth_00200.png 518.8579,25,0.8032185,0.26983142,0.7491157,0.14262912
kitchen/rgb_00201.jpg kitchen/sync_depth_00201.png 518.8579,25,0.4166118,0.18467003,0.1705487,0.05150512
kitchen/rgb_00249.jpg kitchen/sync_depth_00249.png 518.8579,25,0.31880608,0.21464023,0.12871031,0.074837044
kitchen/rgb_00558.jpg kitchen/sync_depth_00558.png 518.8579,25,0.20902826,0.1167777,0.32133085,0.11415239
kitchen/rgb_00559.jpg kitchen/sync_depth_00559.png 518.8579,25,0.08746393,0.04577717,0.29669186,0.1602033
kitchen/rgb_00560.jpg kitchen/sync_depth_00560.png 518.8579,25,0.28234273,0.22865318,0.22497769,0.11953682
kitchen/rgb_00561.jpg kitchen/sync_depth_00561.png 518.8579,25,0.44255778,0.17013487,0.23791459,0.08686748
kitchen/rgb_00562.jpg kitchen/sync_depth_00562.png 518.8579,25,0.3189896,0.18930314,0.300181,0.084689096
kitchen/rgb_00563.jpg kitchen/sync_depth_00563.png 518.8579,25,0.3945665,0.16520688,0.20262483,0.032848366
kitchen/rgb_00564.jpg kitchen/sync_depth_00564.png 518.8579,25,0.25114194,0.06875893,0.5511561,0.16935426
kitchen/rgb_00565.jpg kitchen/sync_depth_00565.png 518.8579,25,0.16497351,0.057608698,0.23934278,0.08141466
kitchen/rgb_00566.jpg kitchen/sync_depth_00566.png 518.8579,25,0.1966225,0.074091114,0.21588755,0.07681287
kitchen/rgb_00567.jpg kitchen/sync_depth_00567.png 518.8579,25,0.17809953,0.05584564,0.49691692,0.16103977
kitchen/rgb_00568.jpg kitchen/sync_depth_00568.png 518.8579,25,0.1698448,0.061964657,0.60189587,0.2186859
kitchen/rgb_00569.jpg kitchen/sync_depth_00569.png 518.8579,25,0.39974836,0.155637,0.6588173,0.27283666
kitchen/rgb_00570.jpg kitchen/sync_depth_00570.png 518.8579,25,0.17537063,0.08826173,0.26070648,0.11905373
kitchen/rgb_00198.jpg kitchen/sync_depth_00198.png 518.8579,25,0.20055231,0.081115946,0.3776958,0.16199273
kitchen/rgb_00758.jpg kitchen/sync_depth_00758.png 518.8579,25,0.19013646,0.091171525,0.33255014,0.14304549
kitchen/rgb_00776.jpg kitchen/sync_depth_00776.png 518.8579,25,0.3669137,0.13674487,0.41883892,0.15189745
kitchen/rgb_00811.jpg kitchen/sync_depth_00811.png 518.8579,25,0.46323588,0.17001027,0.41154248,0.06574935
kitchen/rgb_00844.jpg kitchen/sync_depth_00844.png 518.8579,25,0.29082188,0.11950234,0.27845955,0.11921381
kitchen/rgb_00759.jpg kitchen/sync_depth_00759.png 518.8579,25,0.26970544,0.10525365,0.36591697,0.08187804
kitchen/rgb_00760.jpg kitchen/sync_depth_00760.png 518.8579,25,0.400672,0.18178391,0.3421652,0.116905294
kitchen/rgb_00761.jpg kitchen/sync_depth_00761.png 518.8579,25,0.33825585,0.08892555,0.5586784,0.21040225
kitchen/rgb_00762.jpg kitchen/sync_depth_00762.png 518.8579,25,0.17079066,0.05519395,0.39950258,0.19377105
kitchen/rgb_00763.jpg kitchen/sync_depth_00763.png 518.8579,25,0.48617798,0.14448306,1.0719283,0.35730377
kitchen/rgb_00764.jpg kitchen/sync_depth_00764.png 518.8579,25,0.16945681,0.10675221,0.057093706,0.033999074
kitchen/rgb_00765.jpg kitchen/sync_depth_00765.png 518.8579,25,0.2581096,0.086510174,0.44174486,0.15865456
kitchen/rgb_00766.jpg kitchen/sync_depth_00766.png 518.8579,25,0.24145149,0.07169184,0.40261847,0.1404813
kitchen/rgb_00767.jpg kitchen/sync_depth_00767.png 518.8579,25,0.4508007,0.09499064,0.5565157,0.13046345
kitchen/rgb_00768.jpg kitchen/sync_depth_00768.png 518.8579,25,0.26911938,0.122440696,0.1750272,0.048641253
kitchen/rgb_00769.jpg kitchen/sync_depth_00769.png 518.8579,25,0.099041276,0.041139793,0.24672866,0.11860179
kitchen/rgb_00770.jpg kitchen/sync_depth_00770.png 518.8579,25,0.18402609,0.08701155,0.18252386,0.072948515
kitchen/rgb_00771.jpg kitchen/sync_depth_00771.png 518.8579,25,0.43253496,0.10845172,0.29940432,0.108951844
kitchen/rgb_00772.jpg kitchen/sync_depth_00772.png 518.8579,25,0.23352586,0.054876186,0.37120315,0.10614434
kitchen/rgb_00773.jpg kitchen/sync_depth_00773.png 518.8579,25,0.26933026,0.118216306,0.16730544,0.06531419
kitchen/rgb_00774.jpg kitchen/sync_depth_00774.png 518.8579,25,0.2508775,0.14261974,0.16302688,0.07657281
kitchen/rgb_00775.jpg kitchen/sync_depth_00775.png 518.8579,25,0.16550793,0.08896619,0.33830097,0.16141433
kitchen/rgb_00777.jpg kitchen/sync_depth_00777.png 518.8579,25,0.43396336,0.12704673,0.47719,0.11305303
kitchen/rgb_00778.jpg kitchen/sync_depth_00778.png 518.8579,25,0.17437592,0.052479286,0.27672878,0.12419147
kitchen/rgb_00779.jpg kitchen/sync_depth_00779.png 518.8579,25,0.23425335,0.06288905,0.36955914,0.10201141
kitchen/rgb_00780.jpg kitchen/sync_depth_00780.png 518.8579,25,0.35914713,0.122884534,0.31677616,0.06394935
kitchen/rgb_00781.jpg kitchen/sync_depth_00781.png 518.8579,25,0.4937563,0.11516208,0.4148754,0.098868504
kitchen/rgb_00782.jpg kitchen/sync_depth_00782.png 518.8579,25,0.38131005,0.11872211,0.8066785,0.296295
kitchen/rgb_00783.jpg kitchen/sync_depth_00783.png 518.8579,25,0.8400753,0.15385002,1.0135889,0.17601354
kitchen/rgb_00784.jpg kitchen/sync_depth_00784.png 518.8579,25,0.63852006,0.12822269,0.9507667,0.13533956
kitchen/rgb_00785.jpg kitchen/sync_depth_00785.png 518.8579,25,0.46890905,0.07968614,0.78219026,0.12831974
kitchen/rgb_00786.jpg kitchen/sync_depth_00786.png 518.8579,25,0.35407916,0.08150389,0.4176693,0.10742831
kitchen/rgb_00799.jpg kitchen/sync_depth_00799.png 518.8579,25,0.2357937,0.15623488,0.19752683,0.09159298
kitchen/rgb_00800.jpg kitchen/sync_depth_00800.png 518.8579,25,0.79899126,0.26875693,0.9341345,0.08513773
kitchen/rgb_00801.jpg kitchen/sync_depth_00801.png 518.8579,25,0.58373886,0.13910344,0.8184621,0.1027248
kitchen/rgb_00802.jpg kitchen/sync_depth_00802.png 518.8579,25,0.57459277,0.18927477,0.6038473,0.1250256
kitchen/rgb_00803.jpg kitchen/sync_depth_00803.png 518.8579,25,0.47738424,0.17766866,0.7927825,0.19292255
kitchen/rgb_00809.jpg kitchen/sync_depth_00809.png 518.8579,25,0.6982045,0.2311096,0.79024136,0.21607417
kitchen/rgb_00810.jpg kitchen/sync_depth_00810.png 518.8579,25,0.5957156,0.17746365,0.77782506,0.1024021
kitchen/rgb_00812.jpg kitchen/sync_depth_00812.png 518.8579,25,0.5788481,0.22349252,0.83766705,0.14870818
kitchen/rgb_00813.jpg kitchen/sync_depth_00813.png 518.8579,25,0.36334968,0.13771772,0.42396066,0.14142993
kitchen/rgb_00820.jpg kitchen/sync_depth_00820.png 518.8579,25,0.33600026,0.10129579,0.52320397,0.107064374
kitchen/rgb_00821.jpg kitchen/sync_depth_00821.png 518.8579,25,0.48534626,0.13918997,0.440681,0.11269147
kitchen/rgb_00822.jpg kitchen/sync_depth_00822.png 518.8579,25,0.29770616,0.13068607,0.1662238,0.052725546
kitchen/rgb_00832.jpg kitchen/sync_depth_00832.png 518.8579,25,1.1508489,0.33502585,0.79089844,0.14500035
kitchen/rgb_00833.jpg kitchen/sync_depth_00833.png 518.8579,25,0.89904255,0.2878127,0.4037936,0.07008818
kitchen/rgb_00834.jpg kitchen/sync_depth_00834.png 518.8579,25,1.4394248,0.38774973,0.54308707,0.11668863
kitchen/rgb_00835.jpg kitchen/sync_depth_00835.png 518.8579,25,1.4943786,0.41191432,0.85254496,0.23408385
kitchen/rgb_00836.jpg kitchen/sync_depth_00836.png 518.8579,25,0.4061709,0.14253381,0.28147236,0.0786146
kitchen/rgb_00837.jpg kitchen/sync_depth_00837.png 518.8579,25,0.31232888,0.15616274,0.11935517,0.048490014
kitchen/rgb_00838.jpg kitchen/sync_depth_00838.png 518.8579,25,0.57378775,0.21793802,0.7021825,0.07490219
kitchen/rgb_00839.jpg kitchen/sync_depth_00839.png 518.8579,25,0.44573545,0.24338703,0.6572053,0.17599349
kitchen/rgb_00840.jpg kitchen/sync_depth_00840.png 518.8579,25,0.4410832,0.32751098,0.34446555,0.24722263
kitchen/rgb_00841.jpg kitchen/sync_depth_00841.png 518.8579,25,0.28692532,0.08619081,0.29723433,0.080120884
kitchen/rgb_00842.jpg kitchen/sync_depth_00842.png 518.8579,25,0.5457137,0.23410273,0.1995048,0.048436675
kitchen/rgb_00843.jpg kitchen/sync_depth_00843.png 518.8579,25,0.31276765,0.12928458,0.20799288,0.07231869
kitchen/rgb_00845.jpg kitchen/sync_depth_00845.png 518.8579,25,0.11115399,0.08799469,0.105837405,0.048127595
kitchen/rgb_00849.jpg kitchen/sync_depth_00849.png 518.8579,25,0.5005097,0.091149636,0.8143117,0.17595528
kitchen/rgb_00850.jpg kitchen/sync_depth_00850.png 518.8579,25,0.5603209,0.12385667,0.71628875,0.17313354
kitchen/rgb_00851.jpg kitchen/sync_depth_00851.png 518.8579,25,0.30510613,0.09311289,0.39664868,0.1233509
kitchen/rgb_00856.jpg kitchen/sync_depth_00856.png 518.8579,25,0.22172989,0.10789665,0.40581143,0.097631894
kitchen/rgb_00857.jpg kitchen/sync_depth_00857.png 518.8579,25,0.64606196,0.2381402,0.82946295,0.43244344
kitchen/rgb_00858.jpg kitchen/sync_depth_00858.png 518.8579,25,0.79387075,0.17154674,0.92282677,0.13729826
kitchen/rgb_00859.jpg kitchen/sync_depth_00859.png 518.8579,25,0.82695466,0.14369741,0.9111669,0.10185317
kitchen/rgb_00860.jpg kitchen/sync_depth_00860.png 518.8579,25,0.75422406,0.20040867,1.0358981,0.15650778
kitchen/rgb_00861.jpg kitchen/sync_depth_00861.png 518.8579,25,0.5631104,0.14285034,0.47047085,0.057434868
kitchen/rgb_00868.jpg kitchen/sync_depth_00868.png 518.8579,25,0.5605967,0.16503045,0.3225814,0.09799714
kitchen/rgb_00869.jpg kitchen/sync_depth_00869.png 518.8579,25,0.1834431,0.045929454,0.45039895,0.14416747
