sample,cropped_percentage,rmse_org,rel_org,rmse_cropped,rel_cropped
living_room/rgb_01205.jpg living_room/sync_depth_01205.png 518.8579,75,0.39787337,0.0524366,2.3864913,0.5823292
living_room/rgb_01206.jpg living_room/sync_depth_01206.png 518.8579,75,0.30420545,0.067704104,1.4379343,0.46772414
living_room/rgb_01207.jpg living_room/sync_depth_01207.png 518.8579,75,0.2871548,0.05139811,2.6020846,0.5468151
living_room/rgb_00582.jpg living_room/sync_depth_00582.png 518.8579,75,0.37031975,0.115504354,2.4778216,0.5176388
living_room/rgb_01208.jpg living_room/sync_depth_01208.png 518.8579,75,0.31990427,0.06365373,1.7963649,0.42933187
living_room/rgb_01247.jpg living_room/sync_depth_01247.png 518.8579,75,0.40080032,0.07036963,3.156435,0.5848886
living_room/rgb_01277.jpg living_room/sync_depth_01277.png 518.8579,75,0.3579525,0.13165332,2.5193455,0.5294602
living_room/rgb_01302.jpg living_room/sync_depth_01302.png 518.8579,75,0.21493286,0.06767093,2.0564246,0.54711
living_room/rgb_01209.jpg living_room/sync_depth_01209.png 518.8579,75,0.38448545,0.09720964,0.8999264,0.30170503
living_room/rgb_01210.jpg living_room/sync_depth_01210.png 518.8579,75,0.29664782,0.058780044,1.3199525,0.45791477
living_room/rgb_01211.jpg living_room/sync_depth_01211.png 518.8579,75,0.37244844,0.09781028,1.3590654,0.40522724
living_room/rgb_01215.jpg living_room/sync_depth_01215.png 518.8579,75,0.11795716,0.037240095,1.6006042,0.54949886
living_room/rgb_01216.jpg living_room/sync_depth_01216.png 518.8579,75,0.20945546,0.05215041,1.5753043,0.52110076
living_room/rgb_01217.jpg living_room/sync_depth_01217.png 518.8579,75,0.19471401,0.051192462,1.9697077,0.5438816
living_room/rgb_01218.jpg living_room/sync_depth_01218.png 518.8579,75,0.43767533,0.06275207,1.5577639,0.48793375
living_room/rgb_01219.jpg living_room/sync_depth_01219.png 518.8579,75,0.521647,0.09902675,2.0721526,0.5899957
living_room/rgb_01225.jpg living_room/sync_depth_01225.png 518.8579,75,0.69244534,0.09054157,1.4740754,0.48500603
living_room/rgb_01226.jpg living_room/sync_depth_01226.png 518.8579,75,0.44013608,0.06939015,0.97985655,0.32326192
living_room/rgb_01227.jpg living_room/sync_depth_01227.png 518.8579,75,0.34859258,0.11376138,0.57834417,0.24591947
living_room/rgb_01228.jpg living_room/sync_depth_01228.png 518.8579,75,0.32186377,0.06396339,0.96413994,0.41685265
living_room/rgb_01229.jpg living_room/sync_depth_01229.png 518.8579,75,0.49136132,0.1577044,1.3099531,0.34304774
living_room/rgb_01232.jpg living_room/sync_depth_01232.png 518.8579,75,0.21942924,0.09586843,0.8518595,0.34724942
living_room/rgb_01233.jpg living_room/sync_depth_01233.png 518.8579,75,0.4593735,0.1898064,0.85116166,0.33072248
living_room/rgb_01234.jpg living_room/sync_depth_01234.png 518.8579,75,0.5009311,0.19159606,1.4587448,0.42166814
living_room/rgb_01246.jpg living_room/sync_depth_01246.png 518.8579,75,0.18281038,0.043575343,2.3666537,0.57379556
living_room/rgb_01248.jpg living_room/sync_depth_01248.png 518.8579,75,0.3522653,0.15171538,0.6683659,0.27009135
living_room/rgb_01249.jpg living_room/sync_depth_01249.png 518.8579,75,0.18282567,0.036467522,2.1216424,0.50152004
living_room/rgb_01253.jpg living_room/sync_depth_01253.png 518.8579,75,0.62872547,0.17336921,4.914233,0.76649725
living_room/rgb_01254.jpg living_room/sync_depth_01254.png 518.8579,75,0.7952525,0.18583372,5.2817874,0.6707083
living_room/rgb_01255.jpg living_room/sync_depth_01255.png 518.8579,75,0.63001895,0.14120561,4.8676257,0.69890517
living_room/rgb_01256.jpg living_room/sync_depth_01256.png 518.8579,75,0.70907384,0.19471823,4.1948314,0.72263277
living_room/rgb_01257.jpg living_room/sync_depth_01257.png 518.8579,75,0.2835455,0.095610306,1.0923784,0.3227719
living_room/rgb_01258.jpg living_room/sync_depth_01258.png 518.8579,75,0.38899872,0.12466602,1.922208,0.48289922
living_room/rgb_01259.jpg living_room/sync_depth_01259.png 518.8579,75,0.448275,0.15641822,2.6149776,0.49165216
living_room/rgb_01260.jpg living_room/sync_depth_01260.png 518.8579,75,0.39378592,0.13767031,3.5275936,0.68110126
living_room/rgb_01261.jpg living_room/sync_depth_01261.png 518.8579,75,0.4472964,0.13454019,2.026801,0.57026607
living_room/rgb_01262.jpg living_room/sync_depth_01262.png 518.8579,75,0.6136075,0.13610606,3.9134097,0.6451794
living_room/rgb_01263.jpg living_room/sync_depth_01263.png 518.8579,75,0.2234001,0.09023831,0.66670674,0.28217694
living_room/rgb_01264.jpg living_room/sync_depth_01264.png 518.8579,75,0.64463985,0.14809975,4.917387,0.7197198
living_room/rgb_01274.jpg living_room/sync_depth_01274.png 518.8579,75,0.5451336,0.11317881,3.0152743,0.57686865
living_room/rgb_01275.jpg living_room/sync_depth_01275.png 518.8579,75,0.58615786,0.15442468,2.6036458,0.4473016
living_room/rgb_01276.jpg living_room/sync_depth_01276.png 518.8579,75,0.41291237,0.12666138,1.9022393,0.45767015
living_room/rgb_01278.jpg living_room/sync_depth_01278.png 518.8579,75,0.35896286,0.081595615,2.510049,0.5396146
living_room/rgb_01279.jpg living_room/sync_depth_01279.png 518.8579,75,0.3255471,0.082962,2.689547,0.5419129
living_room/rgb_01284.jpg living_room/sync_depth_01284.png 518.8579,75,0.48381644,0.1630602,1.2314596,0.40286392
living_room/rgb_01285.jpg living_room/sync_depth_01285.png 518.8579,75,0.1908746,0.057371896,1.9629278,0.44196945
living_room/rgb_01286.jpg living_room/sync_depth_01286.png 518.8579,75,0.27436695,0.116741456,1.8909389,0.5033639
living_room/rgb_01287.jpg living_room/sync_depth_01287.png 518.8579,75,0.4392566,0.118437864,2.2515697,0.5624354
living_room/rgb_01288.jpg living_room/sync_depth_01288.png 518.8579,75,0.3459784,0.10428458,1.9798493,0.45127672
living_room/rgb_01289.jpg living_room/sync_depth_01289.png 518.8579,75,0.6179256,0.18585232,2.0977187,0.4881016
living_room/rgb_01290.jpg living_room/sync_depth_01290.png 518.8579,75,0.6981894,0.1860675,2.374653,0.4923902
living_room/rgb_01291.jpg living_room/sync_depth_01291.png 518.8579,75,0.83150035,0.166744,4.730917,0.5882846
living_room/rgb_01292.jpg living_room/sync_depth_01292.png 518.8579,75,1.1099606,0.26139414,2.5981414,0.47158763
living_room/rgb_01293.jpg living_room/sync_depth_01293.png 518.8579,75,0.38313922,0.17164549,0.7127962,0.3095835
living_room/rgb_01294.jpg living_room/sync_depth_01294.png 518.8579,75,0.4083081,0.12099567,1.5385426,0.5395655
living_room/rgb_01296.jpg living_room/sync_depth_01296.png 518.8579,75,0.15623872,0.058290098,1.373664,0.46456397
living_room/rgb_01297.jpg living_room/sync_depth_01297.png 518.8579,75,0.4476386,0.18576726,2.193296,0.5453141
living_room/rgb_01298.jpg living_room/sync_depth_01298.png 518.8579,75,0.20938392,0.03404369,1.418156,0.49108198
living_room/rgb_01301.jpg living_room/sync_depth_01301.png 518.8579,75,0.47289616,0.07718003,3.0053546,0.5925761
living_room/rgb_01303.jpg living_room/sync_depth_01303.png 518.8579,75,0.54400563,0.09942541,3.0670276,0.5616233
living_room/rgb_01304.jpg living_room/sync_depth_01304.png 518.8579,75,0.2701324,0.06889117,2.2376263,0.5469434
living_room/rgb_01305.jpg living_room/sync_depth_01305.png 518.8579,75,0.41440135,0.13547759,2.6413383,0.5189996
living_room/rgb_01306.jpg living_room/sync_depth_01306.png 518.8579,75,0.27282748,0.066315256,1.3218493,0.46856627
living_room/rgb_01307.jpg living_room/sync_depth_01307.png 518.8579,75,0.32364276,0.062154803,2.2105992,0.43452904
living_room/rgb_01313.jpg living_room/sync_depth_01313.png 518.8579,75,0.15438034,0.059675213,0.87438244,0.4133269
living_room/rgb_01314.jpg living_room/sync_depth_01314.png 518.8579,75,0.46555322,0.14203212,0.9179033,0.3678339
living_room/rgb_01328.jpg living_room/sync_depth_01328.png 518.8579,75,0.5812411,0.12789054,1.4021161,0.48714674
living_room/rgb_01329.jpg living_room/sync_depth_01329.png 518.8579,75,0.5816371,0.19950587,1.4178033,0.44987065
living_room/rgb_01330.jpg living_room/sync_depth_01330.png 518.8579,75,0.50538623,0.1334237,2.00685,0.46950912
living_room/rgb_01331.jpg living_room/sync_depth_01331.png 518.8579,75,0.40981716,0.1672939,1.6838015,0.51933914
living_room/rgb_01334.jpg living_room/sync_depth_01334.png 518.8579,75,0.81671554,0.15673068,3.6522038,0.5950983
living_room/rgb_01335.jpg living_room/sync_depth_01335.png 518.8579,75,1.0393939,0.22775367,4.4447517,0.66841537
living_room/rgb_01336.jpg living_room/sync_depth_01336.png 518.8579,75,0.580733,0.13221292,1.3919327,0.45311475
living_room/rgb_01337.jpg living_room/sync_depth_01337.png 518.8579,75,0.29095367,0.053945072,4.118752,0.6063037
living_room/rgb_01338.jpg living_room/sync_depth_01338.png 518.8579,75,0.42361337,0.07513646,2.6631703,0.589385
living_room/rgb_01339.jpg living_room/sync_depth_01339.png 518.8579,75,0.41682562,0.08833234,2.434717,0.4766242
office/rgb_00008.jpg office/sync_depth_00008.png 518.8579,75,0.7290818,0.28328234,0.3013363,0.12281235
office/rgb_00013.jpg office/sync_depth_00013.png 518.8579,75,1.0693458,0.40117466,1.6655655,0.57158995
office/rgb_00014.jpg office/sync_depth_00014.png 518.8579,75,0.516073,0.14966998,4.8315454,0.714705
office/rgb_00015.jpg office/sync_depth_00015.png 518.8579,75,0.7387898,0.17000438,1.3717066,0.43445408
office/rgb_00016.jpg office/sync_depth_00016.png 518.8579,75,0.66141623,0.19970754,4.401535,0.72974616
office/rgb_00017.jpg office/sync_depth_00017.png 518.8579,75,0.5340474,0.13406822,5.3648043,0.7298887
office/rgb_00020.jpg office/sync_depth_00020.png 518.8579,75,0.47478983,0.19035211,1.4041307,0.44468763
office/rgb_00027.jpg office/sync_depth_00027.png 518.8579,75,0.51727194,0.10706387,3.8526835,0.7076403
office/rgb_00028.jpg office/sync_depth_00028.png 518.8579,75,0.9717313,0.3862714,2.1137242,0.36706114
office/rgb_00029.jpg office/sync_depth_00029.png 518.8579,75,0.602088,0.10732076,2.2960975,0.4662986
office/rgb_00030.jpg office/sync_depth_00030.png 518.8579,75,0.23879945,0.12076084,2.2784936,0.5977243
office/rgb_00031.jpg office/sync_depth_00031.png 518.8579,75,0.5961334,0.13344793,2.345264,0.5691701
office/rgb_00032.jpg office/sync_depth_00032.png 518.8579,75,0.33398223,0.18864578,0.20313078,0.104431875
office/rgb_00033.jpg office/sync_depth_00033.png 518.8579,75,0.26638666,0.0824724,2.0200415,0.60760677
office/rgb_00034.jpg office/sync_depth_00034.png 518.8579,75,0.50679475,0.079927385,4.220273,0.71570116
office/rgb_00035.jpg office/sync_depth_00035.png 518.8579,75,0.64866763,0.13170642,3.5488763,0.6799897
office/rgb_00036.jpg office/sync_depth_00036.png 518.8579,75,0.18955468,0.043812852,1.8629856,0.569071
office/rgb_00038.jpg office/sync_depth_00038.png 518.8579,75,0.36075267,0.12753029,2.1343186,0.5887103
office/rgb_00039.jpg office/sync_depth_00039.png 518.8579,75,0.2911841,0.10309981,1.4329966,0.49063572
office/rgb_00040.jpg office/sync_depth_00040.png 518.8579,75,0.5765088,0.23615839,1.6092378,0.49797902
office/rgb_00041.jpg office/sync_depth_00041.png 518.8579,75,0.21738772,0.101708345,0.44153276,0.22086486
office/rgb_00042.jpg office/sync_depth_00042.png 518.8579,75,0.17474039,0.060890075,1.4803735,0.56761396
office/rgb_00270.jpg office/sync_depth_00270.png 518.8579,75,0.9891663,0.32291514,3.137627,0.70441824
office/rgb_00271.jpg office/sync_depth_00271.png 518.8579,75,0.5357721,0.105846286,3.2710354,0.6202727
office/rgb_00611.jpg office/sync_depth_00611.png 518.8579,75,0.38248947,0.104202665,1.7049081,0.5221286
office/rgb_00612.jpg office/sync_depth_00612.png 518.8579,75,0.40153673,0.12178206,1.5247885,0.50871855
office/rgb_00616.jpg office/sync_depth_00616.png 518.8579,75,0.4868081,0.17536908,0.92172086,0.35703528
office/rgb_00617.jpg office/sync_depth_00617.png 518.8579,75,0.5323674,0.21071689,1.1443422,0.38638875
office/rgb_00618.jpg office/sync_depth_00618.png 518.8579,75,0.32404995,0.17728001,0.62586874,0.29595825
office/rgb_00619.jpg office/sync_depth_00619.png 518.8579,75,0.4164596,0.19294123,1.2566061,0.45121342
office/rgb_00620.jpg office/sync_depth_00620.png 518.8579,75,0.6266694,0.34575245,0.3567744,0.14150915
office/rgb_00632.jpg office/sync_depth_00632.png 518.8579,75,0.8457873,0.20561029,1.4011441,0.42369393
office/rgb_00633.jpg office/sync_depth_00633.png 518.8579,75,0.6698627,0.19652645,2.2670746,0.5943821
office/rgb_00634.jpg office/sync_depth_00634.png 518.8579,75,0.44995928,0.11273292,1.8689406,0.48773205
office/rgb_00635.jpg office/sync_depth_00635.png 518.8579,75,0.325034,0.12632236,1.917004,0.5884155
office/rgb_00636.jpg office/sync_depth_00636.png 518.8579,75,0.32213444,0.14760013,1.1568755,0.47181594
office/rgb_00637.jpg office/sync_depth_00637.png 518.8579,75,0.35688058,0.15107284,1.2348205,0.46501756
office/rgb_00037.jpg office/sync_depth_00037.png 518.8579,75,0.37940362,0.07566002,0.46141097,0.21330005
office_kitchen/rgb_00410.jpg office_kitchen/sync_depth_00410.png 518.8579,75,0.37409636,0.10921246,1.7516459,0.45117268
office_kitchen/rgb_00411.jpg office_kitchen/sync_depth_00411.png 518.8579,75,0.31185076,0.12212065,2.0621912,0.5981095
office_kitchen/rgb_00412.jpg office_kitchen/sync_depth_00412.png 518.8579,75,0.22917186,0.101009265,1.0023807,0.45145062
office_kitchen/rgb_00413.jpg office_kitchen/sync_depth_00413.png 518.8579,75,0.57045186,0.13297471,2.1570077,0.44966906
playroom/rgb_00429.jpg playroom/sync_depth_00429.png 518.8579,75,0.6139804,0.0810618,3.002207,0.6023238
playroom/rgb_00430.jpg playroom/sync_depth_00430.png 518.8579,75,0.65151256,0.11098052,2.9565535,0.55990213
playroom/rgb_00431.jpg playroom/sync_depth_00431.png 518.8579,75,0.40642318,0.13612494,0.6990951,0.3033775
playroom/rgb_00432.jpg playroom/sync_depth_00432.png 518.8579,75,0.67279124,0.14625597,1.9036467,0.48428935
playroom/rgb_00433.jpg playroom/sync_depth_00433.png 518.8579,75,0.2267931,0.06693604,1.2153642,0.36188993
playroom/rgb_00434.jpg playroom/sync_depth_00434.png 518.8579,75,0.22446898,0.0496354,2.1814353,0.485822
playroom/rgb_00440.jpg playroom/sync_depth_00440.png 518.8579,75,0.7251106,0.24895851,1.6971564,0.49556646
playroom/rgb_00441.jpg playroom/sync_depth_00441.png 518.8579,75,0.88967335,0.25247625,2.0933468,0.57270443
playroom/rgb_00442.jpg playroom/sync_depth_00442.png 518.8579,75,0.34377643,0.11022229,1.7297796,0.54097986
playroom/rgb_00443.jpg playroom/sync_depth_00443.png 518.8579,75,0.41093618,0.1295858,1.7285408,0.46286115
playroom/rgb_00444.jpg playroom/sync_depth_00444.png 518.8579,75,0.51890343,0.18835764,1.140723,0.4085764
playroom/rgb_00445.jpg playroom/sync_depth_00445.png 518.8579,75,0.19253778,0.078081176,0.93413866,0.3352503
playroom/rgb_00446.jpg playroom/sync_depth_00446.png 518.8579,75,0.45361415,0.17056374,1.6275743,0.54289895
playroom/rgb_00447.jpg playroom/sync_depth_00447.png 518.8579,75,0.3020045,0.17360464,0.19889705,0.13005036
reception_room/rgb_00461.jpg reception_room/sync_depth_00461.png 518.8579,75,0.28331178,0.112909615,1.4068618,0.47252047
reception_room/rgb_00462.jpg reception_room/sync_depth_00462.png 518.8579,75,0.298861,0.114380196,1.1447998,0.42136136
reception_room/rgb_00463.jpg reception_room/sync_depth_00463.png 518.8579,75,0.24575731,0.089459166,1.0888906,0.29282844
reception_room/rgb_00464.jpg reception_room/sync_depth_00464.png 518.8579,75,0.2971911,0.103189826,1.2734424,0.40341187
reception_room/rgb_00465.jpg reception_room/sync_depth_00465.png 518.8579,75,0.31874555,0.09954561,0.763171,0.20757547
study/rgb_00468.jpg study/sync_depth_00468.png 518.8579,75,0.8141652,0.24190721,5.1044865,0.70675725
study/rgb_00469.jpg study/sync_depth_00469.png 518.8579,75,0.26711413,0.09037301,1.307588,0.41957617
study/rgb_00470.jpg study/sync_depth_00470.png 518.8579,75,0.2572386,0.15719722,1.2053988,0.38563287
study/rgb_00471.jpg study/sync_depth_00471.png 518.8579,75,0.25456268,0.09093285,1.62985,0.5372831
study/rgb_00472.jpg study/sync_depth_00472.png 518.8579,75,0.26040006,0.07461219,1.5220506,0.42602015
study/rgb_00473.jpg study/sync_depth_00473.png 518.8579,75,0.4980718,0.19691247,0.676623,0.22321169
study/rgb_00474.jpg study/sync_depth_00474.png 518.8579,75,0.24613883,0.07923035,1.7664936,0.50964814
study/rgb_00475.jpg study/sync_depth_00475.png 518.8579,75,0.3114588,0.13565744,2.163658,0.6042147
study/rgb_00476.jpg study/sync_depth_00476.png 518.8579,75,0.21222685,0.07643005,1.6152674,0.5162195
study/rgb_00643.jpg study/sync_depth_00643.png 518.8579,75,0.24581175,0.12815402,0.34059808,0.15895413
study/rgb_00644.jpg study/sync_depth_00644.png 518.8579,75,0.46798652,0.19948483,1.2303953,0.37057856
study_room/rgb_00272.jpg study_room/sync_depth_00272.png 518.8579,75,1.8662605,0.18962996,7.553241,0.76139563
study_room/rgb_00278.jpg study_room/sync_depth_00278.png 518.8579,75,1.1153508,0.23511398,3.3656802,0.63459355
bathroom/rgb_00045.jpg bathroom/sync_depth_00045.png 518.8579,50,0.37215155,0.29301113,0.07785019,0.049389653
bathroom/rgb_00046.jpg bathroom/sync_depth_00046.png 518.8579,50,0.22806647,0.07397757,0.35712174,0.14582211
bathroom/rgb_00507.jpg bathroom/sync_depth_00507.png 518.8579,50,0.2588025,0.092090584,0.8719288,0.3636887
bathroom/rgb_00508.jpg bathroom/sync_depth_00508.png 518.8579,50,0.36572435,0.14757034,0.7071483,0.2583464
bathroom/rgb_00509.jpg bathroom/sync_depth_00509.png 518.8579,50,0.2637082,0.1110229,0.35446295,0.16939217
bathroom/rgb_00510.jpg bathroom/sync_depth_00510.png 518.8579,50,0.2616809,0.12730339,0.6897232,0.27072582
bathroom/rgb_00511.jpg bathroom/sync_depth_00511.png 518.8579,50,0.20641968,0.119008735,0.63490564,0.2689347
bathroom/rgb_00512.jpg bathroom/sync_depth_00512.png 518.8579,50,0.08644054,0.04469463,0.6463719,0.3221868
bathroom/rgb_00649.jpg bathroom/sync_depth_00649.png 518.8579,50,0.33385292,0.18669747,0.43478325,0.23651938
bathroom/rgb_00650.jpg bathroom/sync_depth_00650.png 518.8579,50,0.1845495,0.11520094,0.2352863,0.13759242
bathroom/rgb_00655.jpg bathroom/sync_depth_00655.png 518.8579,50,0.19864145,0.08979866,0.29091057,0.12865785
bathroom/rgb_00656.jpg bathroom/sync_depth_00656.png 518.8579,50,0.2653075,0.10793748,0.21962434,0.08790591
bathroom/rgb_00657.jpg bathroom/sync_depth_00657.png 518.8579,50,0.588914,0.43748805,0.19233328,0.11547366
bathroom/rgb_00662.jpg bathroom/sync_depth_00662.png 518.8579,50,0.16277124,0.08336625,0.15114535,0.09102825
bathroom/rgb_00663.jpg bathroom/sync_depth_00663.png 518.8579,50,0.17921846,0.08375432,0.4579396,0.28010273
bathroom/rgb_00667.jpg bathroom/sync_depth_00667.png 518.8579,50,0.25533816,0.064488016,1.1772932,0.3194043
bathroom/rgb_00668.jpg bathroom/sync_depth_00668.png 518.8579,50,0.2536302,0.057729684,1.0866185,0.43880913
bathroom/rgb_00670.jpg bathroom/sync_depth_00670.png 518.8579,50,0.47407877,0.06732388,0.8723923,0.26144192
bathroom/rgb_00671.jpg bathroom/sync_depth_00671.png 518.8579,50,0.30809975,0.05127593,0.9309599,0.3408869
bathroom/rgb_00672.jpg bathroom/sync_depth_00672.png 518.8579,50,0.19368298,0.05429212,1.3970944,0.4524624
bathroom/rgb_00675.jpg bathroom/sync_depth_00675.png 518.8579,50,0.30216548,0.15100673,0.57416946,0.2888543
bathroom/rgb_00676.jpg bathroom/sync_depth_00676.png 518.8579,50,0.2624429,0.17058638,0.2813028,0.16646019
bathroom/rgb_00677.jpg bathroom/sync_depth_00677.png 518.8579,50,0.28360882,0.15618435,0.7369506,0.2903888
bathroom/rgb_00678.jpg bathroom/sync_depth_00678.png 518.8579,50,0.17343172,0.052548233,0.16250329,0.06800784
bathroom/rgb_00679.jpg bathroom/sync_depth_00679.png 518.8579,50,0.17764962,0.057647187,0.752715,0.29503343
bathroom/rgb_00680.jpg bathroom/sync_depth_00680.png 518.8579,50,0.21666515,0.062440936,1.0852,0.41060668
bathroom/rgb_00685.jpg bathroom/sync_depth_00685.png 518.8579,50,0.53465444,0.16149041,1.3567535,0.42149404
bathroom/rgb_00686.jpg bathroom/sync_depth_00686.png 518.8579,50,0.4219237,0.13525198,1.3284436,0.38510472
bathroom/rgb_00687.jpg bathroom/sync_depth_00687.png 518.8579,50,0.32939315,0.19842626,0.32332063,0.16154656
bathroom/rgb_00688.jpg bathroom/sync_depth_00688.png 518.8579,50,0.1759761,0.09522399,0.6558407,0.33796057
bathroom/rgb_00689.jpg bathroom/sync_depth_00689.png 518.8579,50,0.34024996,0.1805242,0.742783,0.3127606
bathroom/rgb_00692.jpg bathroom/sync_depth_00692.png 518.8579,50,0.34971565,0.16129851,0.537355,0.1956222
bathroom/rgb_00693.jpg bathroom/sync_depth_00693.png 518.8579,50,0.32421407,0.21077526,0.3476358,0.19735156
bathroom/rgb_00696.jpg bathroom/sync_depth_00696.png 518.8579,50,0.3876279,0.24298927,0.22600374,0.08917097
bathroom/rgb_00669.jpg bathroom/sync_depth_00669.png 518.8579,50,0.4088713,0.1483214,0.6810775,0.18078548
bathroom/rgb_00697.jpg bathroom/sync_depth_00697.png 518.8579,50,0.49017492,0.18784493,0.8347426,0.34779084
bathroom/rgb_00698.jpg bathroom/sync_depth_00698.png 518.8579,50,0.36635312,0.16329889,0.6260715,0.25325683
bathroom/rgb_00705.jpg bathroom/sync_depth_00705.png 518.8579,50,0.39319625,0.23580141,1.0590627,0.3340493
bathroom/rgb_00706.jpg bathroom/sync_depth_00706.png 518.8579,50,0.1647107,0.09737986,0.21216713,0.12506177
bathroom/rgb_00707.jpg bathroom/sync_depth_00707.png 518.8579,50,0.3701355,0.21945737,0.4214634,0.21225125
bathroom/rgb_00708.jpg bathroom/sync_depth_00708.png 518.8579,50,0.38249058,0.21623635,0.41424018,0.14748476
bathroom/rgb_00709.jpg bathroom/sync_depth_00709.png 518.8579,50,0.50569737,0.3223742,0.55509067,0.2218033
bathroom/rgb_00710.jpg bathroom/sync_depth_00710.png 518.8579,50,0.21347055,0.10728788,0.56534314,0.19979556
bathroom/rgb_00711.jpg bathroom/sync_depth_00711.png 518.8579,50,0.28854924,0.107037775,0.8464031,0.2705558
bathroom/rgb_00712.jpg bathroom/sync_depth_00712.png 518.8579,50,0.36012343,0.15275808,0.71609217,0.2966806
bathroom/rgb_00716.jpg bathroom/sync_depth_00716.png 518.8579,50,0.18976249,0.14409761,0.13511872,0.061249346
bathroom/rgb_00717.jpg bathroom/sync_depth_00717.png 518.8579,50,0.41783333,0.27556992,0.47353217,0.22414811
bathroom/rgb_00723.jpg bathroom/sync_depth_00723.png 518.8579,50,0.32434654,0.12498923,0.9174401,0.3611315
bathroom/rgb_00724.jpg bathroom/sync_depth_00724.png 518.8579,50,0.12717128,0.045879826,0.8052034,0.32561526
bathroom/rgb_00725.jpg bathroom/sync_depth_00725.png 518.8579,50,0.13145094,0.061979927,0.6669722,0.2861427
bathroom/rgb_00726.jpg bathroom/sync_depth_00726.png 518.8579,50,0.23214562,0.08291927,0.5750805,0.25375885
bathroom/rgb_00727.jpg bathroom/sync_depth_00727.png 518.8579,50,0.20830457,0.11095684,0.42727786,0.18651697
bathroom/rgb_00730.jpg bathroom/sync_depth_00730.png 518.8579,50,0.5438533,0.27999622,0.63930404,0.17922689
bathroom/rgb_00731.jpg bathroom/sync_depth_00731.png 518.8579,50,0.21642077,0.12779865,0.55956703,0.28127348
bathroom/rgb_00732.jpg bathroom/sync_depth_00732.png 518.8579,50,0.13846391,0.05676135,0.6106193,0.2574705
bathroom/rgb_00733.jpg bathroom/sync_depth_00733.png 518.8579,50,0.5147874,0.39918196,0.29432735,0.121045634
bathroom/rgb_00742.jpg bathroom/sync_depth_00742.png 518.8579,50,0.25505418,0.11885698,0.56745744,0.15591468
bathroom/rgb_00743.jpg bathroom/sync_depth_00743.png 518.8579,50,0.27769276,0.17768306,0.32632005,0.16213186
bedroom/rgb_00055.jpg bedroom/sync_depth_00055.png 518.8579,50,0.15212984,0.06741588,0.71219844,0.2659876
bedroom/rgb_00056.jpg bedroom/sync_depth_00056.png 518.8579,50,0.27454183,0.15334322,0.51840276,0.23944369
bedroom/rgb_00058.jpg bedroom/sync_depth_00058.png 518.8579,50,0.14061336,0.04543848,0.85769886,0.35040727
bedroom/rgb_00059.jpg bedroom/sync_depth_00059.png 518.8579,50,0.2366324,0.11090355,0.3757805,0.1351807
bedroom/rgb_00060.jpg bedroom/sync_depth_00060.png 518.8579,50,0.1570952,0.06403406,0.67085963,0.30539796
bedroom/rgb_00061.jpg bedroom/sync_depth_00061.png 518.8579,50,0.18288009,0.09603992,0.4407787,0.21943733
bedroom/rgb_00062.jpg bedroom/sync_depth_00062.png 518.8579,50,0.2506076,0.11487088,0.36594665,0.1592896
bedroom/rgb_00075.jpg bedroom/sync_depth_00075.png 518.8579,50,0.33161473,0.12573901,1.3444918,0.39272633
bedroom/rgb_00076.jpg bedroom/sync_depth_00076.png 518.8579,50,0.5776608,0.1860221,1.4843397,0.45695722
bedroom/rgb_00077.jpg bedroom/sync_depth_00077.png 518.8579,50,0.1860197,0.09796486,0.42227823,0.17562993
bedroom/rgb_00078.jpg bedroom/sync_depth_00078.png 518.8579,50,0.10906284,0.03437352,0.59573466,0.24503654
bedroom/rgb_00170.jpg bedroom/sync_depth_00170.png 518.8579,50,0.5777992,0.19874813,0.7383347,0.2631322
bedroom/rgb_00171.jpg bedroom/sync_depth_00171.png 518.8579,50,0.63866615,0.19644028,1.2237886,0.26530287
bedroom/rgb_00172.jpg bedroom/sync_depth_00172.png 518.8579,50,0.5224704,0.120774895,1.0170615,0.26150647
bedroom/rgb_00173.jpg bedroom/sync_depth_00173.png 518.8579,50,0.27659276,0.0652437,1.5755526,0.37268782
bedroom/rgb_00174.jpg bedroom/sync_depth_00174.png 518.8579,50,0.33715641,0.18424548,0.85086745,0.2626632
bedroom/rgb_00175.jpg bedroom/sync_depth_00175.png 518.8579,50,0.46073344,0.24175975,0.40982148,0.1846472
bedroom/rgb_00180.jpg bedroom/sync_depth_00180.png 518.8579,50,0.37063158,0.15438175,0.519225,0.19137205
bedroom/rgb_00181.jpg bedroom/sync_depth_00181.png 518.8579,50,0.093893304,0.028523616,0.5453632,0.23635703
bedroom/rgb_00182.jpg bedroom/sync_depth_00182.png 518.8579,50,0.16132413,0.0763823,0.5445089,0.2208617
bedroom/rgb_00183.jpg bedroom/sync_depth_00183.png 518.8579,50,0.26989314,0.15731671,0.40749273,0.22081497
bedroom/rgb_00184.jpg bedroom/sync_depth_00184.png 518.8579,50,0.1973589,0.05878761,0.39673373,0.12379834
bedroom/rgb_00185.jpg bedroom/sync_depth_00185.png 518.8579,50,0.68508106,0.17989269,0.72131664,0.15080683
bedroom/rgb_00186.jpg bedroom/sync_depth_00186.png 518.8579,50,0.45112973,0.2608861,0.1478299,0.06625055
bedroom/rgb_00187.jpg bedroom/sync_depth_00187.png 518.8579,50,0.28041527,0.14243467,0.1879401,0.09634045
