epoch,Step,loss_function,loss,rmse,rmse_log,silog,log_10,a1,a2,a3,abs_rel,sq_rel
0,0,Train/SILog,2.153989315032959,0.25189385,0.19760814,12.953650100739267,0.07530263,0.6967530081479665,0.919808441915023,0.9983775613334482,0.19212309,0.06782901
0,1,Train/SILog,4.174006462097168,0.34306937,0.34728077,11.702311517148063,0.13864848,0.5305359710867052,0.7780993292531999,0.8444405957875978,0.4408869,0.25670853
0,2,Train/SILog,3.647146224975586,0.40922394,0.31039667,12.120936713529922,0.12643816,0.3799938454886109,0.7572099712485487,0.9872599241172269,0.2916911,0.14807075
0,3,Train/SILog,3.663696765899658,0.41996974,0.30496657,9.318387918873572,0.12608254,0.5149047655894563,0.7678842708916072,0.9121759011885457,0.26744318,0.15496212
0,4,Train/SILog,2.868574857711792,0.3640442,0.27319467,15.639252440753197,0.10707366,0.5142988714345814,0.8542815183735606,0.9677037113255864,0.23431952,0.11351734
0,5,Train/SILog,4.011468887329102,0.4009527,0.35536787,11.17258730491982,0.14459527,0.3930420841758531,0.6513378221132778,0.9799030762044123,0.36949062,0.16354188
0,6,Train/SILog,2.459132194519043,0.28520298,0.21819966,5.239200814868404,0.090493634,0.7057191092456723,0.8739302160588174,0.9896673720407354,0.24846698,0.127003
0,7,Train/SILog,2.046943187713623,0.26957518,0.18115318,8.7603004872103,0.07283977,0.7369803058559563,0.9681479380408735,0.9997443068938765,0.17203522,0.060344394
0,8,Train/SILog,2.0586893558502197,0.2507351,0.17624418,7.202791324251626,0.07027644,0.7743437737714538,0.9872985569791506,1.0,0.17024386,0.052780166
0,9,Train/SILog,3.296818256378174,0.48126614,0.321989,8.142433575881364,0.13425452,0.4944353913144814,0.7699652650898184,0.8635534278915546,0.41829672,0.34893036
0,10,Train/SILog,3.4669365882873535,0.4011018,0.26267102,11.13313123619756,0.10637458,0.6624538340544968,0.85395530054014,0.9237566992396931,0.30976146,0.20696962
0,11,Train/SILog,3.198714017868042,0.42444107,0.29221332,11.898405152160906,0.1141353,0.41172132080495105,0.8688904872476519,0.9905297390428348,0.2797106,0.14031607
0,12,Train/SILog,2.0115437507629395,0.2511996,0.18177368,7.258840187082766,0.072526716,0.6970032082072819,0.9877916698970073,0.9998266158722101,0.17988965,0.052359156
0,13,Train/SILog,3.323850631713867,0.39518875,0.3109967,13.788744914265797,0.12543243,0.3825814655103646,0.7979960509867259,0.996924974059663,0.31154418,0.1486395
0,14,Train/SILog,2.9881019592285156,0.30140802,0.271913,9.21199369119952,0.110482164,0.4942166684486352,0.839301484316945,0.9738591093032595,0.2947173,0.124243855
0,15,Train/SILog,3.7256970405578613,0.40298352,0.38149413,9.559568168418135,0.15745327,0.47133564226764035,0.6042560992336907,0.7614003265989084,0.505124,0.31325868
0,16,Train/SILog,2.817228078842163,0.35214913,0.2708377,11.351530941351418,0.109340385,0.48622741014080606,0.7883703759673246,0.991238815887703,0.28763795,0.13765049
0,17,Train/SILog,3.8153467178344727,0.4134947,0.32307243,9.028313423822862,0.13430461,0.39028923650931513,0.7042677138138392,0.9709233962116464,0.31927943,0.15252554
0,18,Train/SILog,3.705556869506836,0.39843005,0.343249,10.270417503637342,0.1423684,0.31926609891673996,0.7586184141862258,0.9851995328470207,0.33070138,0.15477832
0,19,Train/SILog,2.967561721801758,0.3480637,0.3144303,8.976220244881263,0.13035358,0.24554793928339932,0.9065227222195125,0.9994133177358022,0.2752686,0.101967864
