abs_mn,abs_rel,sq_rel,rms,log_rms,a1,a2,a3
0.32688048,0.31789637,0.43332115,0.69219816,0.37041894,0.6381434,0.8935207,0.9147411
0.3213966,0.32297695,0.19328126,0.4349476,0.35042688,0.48154303,0.8171592,0.91382253
0.4188352,0.43400282,1.0249201,0.97512424,0.4885022,0.8090243,0.87517804,0.8780014
0.33839816,0.29163906,0.29032353,0.5684179,0.33475548,0.70966846,0.8738863,0.9151374
0.3192762,0.28115052,0.3661819,0.6254305,0.35295248,0.7646112,0.8581915,0.9071709
0.3513829,0.49045807,0.2987005,0.46253204,0.47961903,0.33021715,0.58545446,0.8172779
0.24612053,0.22606383,0.13478628,0.38328555,0.26761866,0.7360761,0.8724022,0.9637947
0.32330418,0.3476595,0.5384245,0.689391,0.41470176,0.79288423,0.84990275,0.8868414
0.30193216,0.39998046,0.23962964,0.4133203,0.4329429,0.44949093,0.7220738,0.85688496
0.3431756,0.31779832,0.26596376,0.5136776,0.37079543,0.57135105,0.8023001,0.8854126
0.2436352,0.34772372,0.18406841,0.34671083,0.36984903,0.6209717,0.80582684,0.8691406
0.4339756,0.3459598,0.48611772,0.77573067,0.37940425,0.64004385,0.85945237,0.898839
0.1460389,0.18526405,0.07351826,0.240565,0.23669179,0.8342851,0.8591824,1.0
0.41729036,0.5113335,0.6904027,0.736615,0.5088686,0.57524717,0.7510293,0.83558697
0.34757486,0.36524093,0.38233426,0.63701624,0.47221693,0.7104976,0.7440359,0.7877578
0.41306025,0.58043504,0.631074,0.67386013,0.5389345,0.5275672,0.67494625,0.7879805
0.5340091,0.6223635,1.2698858,1.0355145,0.57794815,0.6502388,0.77132356,0.82115734
0.27007577,0.32358316,0.18017204,0.3729101,0.35051534,0.56887436,0.84831053,0.8894249
0.5690055,0.37100613,0.5831291,0.9122938,0.42317942,0.6188718,0.7730226,0.9014953
0.37140617,0.35149297,0.5433538,0.777817,0.399287,0.6996213,0.84805,0.89814633
0.4139093,0.48079753,0.74457246,0.80456024,0.5045604,0.6491125,0.80293363,0.8379768
0.33419612,0.30574155,0.24945688,0.50139105,0.35939965,0.58703226,0.81680393,0.8921297
0.53352106,0.381634,0.5399251,0.92077315,0.43193933,0.6378079,0.7605426,0.8315355
0.24830726,0.1449879,0.07035431,0.42358428,0.2107973,0.768824,0.9651722,0.9747405
0.5990848,0.5592046,1.2619957,1.2053884,0.5340912,0.5450611,0.7521794,0.85856193
0.5266525,0.54168147,0.9194139,0.9392531,0.5314481,0.6308589,0.76961803,0.8086854
0.4616661,0.62747836,0.8629216,0.7601948,0.6039311,0.39232117,0.6637552,0.77193105
0.29617497,0.33496085,0.21816823,0.43259946,0.36223704,0.53090894,0.82411647,0.9111126
0.23802942,0.22059198,0.19538498,0.4628296,0.2868518,0.81286633,0.8894014,0.9243778
0.68381864,0.42551997,1.0463064,1.2192535,0.45703292,0.5963303,0.7867027,0.90830046
0.6760971,0.5386691,1.3207368,1.2849936,0.5341997,0.6710062,0.7718683,0.8202638
0.7605951,0.6221429,1.6472515,1.3796362,0.57973737,0.658325,0.77240366,0.79518485
0.5071066,0.46936983,0.5193824,0.7244941,0.461021,0.32323423,0.82157713,0.8689858
0.32717568,0.47520497,0.35966045,0.45860663,0.4740049,0.3756545,0.8338045,0.8923331
0.21276416,0.24736711,0.22721516,0.43134657,0.3290987,0.8511691,0.8597527,0.88155466
0.6439213,0.4851851,1.0427811,1.1274772,0.4995268,0.6546979,0.7882343,0.81740016
0.44207188,0.36968923,0.3428425,0.6105867,0.40241525,0.5570979,0.7879322,0.8597332
0.9548919,0.9211138,3.0093074,1.7409693,0.71563524,0.29249623,0.72614574,0.7867205
0.43372625,0.27429292,0.28024656,0.6492437,0.31054038,0.6734326,0.8648588,0.93949574
0.30865708,0.19494005,0.08960228,0.39961925,0.22725682,0.60641,0.9775079,0.9998466
0.6972968,0.48083338,0.5674817,0.9016155,0.5143409,0.34659833,0.60306805,0.77876794
0.21204503,0.21636298,0.11287958,0.33629352,0.26981378,0.6843241,0.87248325,0.95949185
0.4769059,0.396735,0.91868675,0.99188244,0.4545533,0.753733,0.7942252,0.8789105
0.23492186,0.15615816,0.092264816,0.37156734,0.20753524,0.8125192,0.92987305,0.99534535
0.5950049,0.45324484,0.5899369,0.8284709,0.45762625,0.40345892,0.7941998,0.88479143
0.2372435,0.14369579,0.08015106,0.3634182,0.18351787,0.8793781,0.9430439,0.99454975
0.30699986,0.30339527,0.18800847,0.42724633,0.34687942,0.5433792,0.79466623,0.92214537
0.6395204,0.33767632,0.41259164,0.9980942,0.35193533,0.46179396,0.80270106,0.93221015
0.2938002,0.18263453,0.121401414,0.450219,0.22602658,0.72318774,0.9088924,1.0
0.6108499,0.5801079,1.0036504,0.97406894,0.5618895,0.44953698,0.7354024,0.84430647
0.8593499,0.56030715,2.1127355,1.8065604,0.54206294,0.61714566,0.8562414,0.86334854
0.38065436,0.3421478,0.2178858,0.48025244,0.35949588,0.39621595,0.81655824,0.9251145
0.3472392,0.5559149,0.4681683,0.5075988,0.54963386,0.43860105,0.6931241,0.80969673
1.51677,0.96611756,3.831731,2.2948642,0.78775114,0.26971164,0.50081456,0.6629673
0.68463635,0.38641226,0.35858095,0.8383619,0.44222763,0.3273985,0.59924716,0.88810664
0.21604566,0.16153102,0.05372933,0.261987,0.18805048,0.7999817,0.9706828,0.99999994
0.6236178,0.40870062,0.6936102,1.0492325,0.4239079,0.54187614,0.82182896,0.8399292
0.31468078,0.43565756,0.30661684,0.44488493,0.4443564,0.48006082,0.8006083,0.8349386
0.3808686,0.3547634,0.32687885,0.573407,0.38339624,0.5699678,0.84072185,0.8786542
0.21328092,0.17221402,0.09590454,0.35120708,0.22108582,0.7594093,0.91179895,0.99724966
0.19453406,0.24050698,0.068222396,0.24481176,0.2936543,0.5379728,0.8549054,0.99995774
0.27032736,0.36415964,0.20651123,0.38242477,0.3960848,0.48172218,0.7784096,0.86700064
0.990693,1.1785859,5.7753,2.1920505,0.8193123,0.5410191,0.8027162,0.8419075
0.2784815,0.23097107,0.17063524,0.44562864,0.28315854,0.77772665,0.8447306,0.9512261
0.29851058,0.3974578,0.22618876,0.39979368,0.43285093,0.44036207,0.6962367,0.8406385
0.42275903,0.49764547,0.29715705,0.5086932,0.48785082,0.24568325,0.48333645,0.8102024
0.25005886,0.22257015,0.15918936,0.4156632,0.27189314,0.7212654,0.9368488,0.95579654
0.45645198,0.40416038,0.5888233,0.80209583,0.43633023,0.7236129,0.82403386,0.8393937
0.73004985,0.5775562,1.4064631,1.2988552,0.5422339,0.59733224,0.745375,0.84860134
0.8396949,0.613444,1.8676418,1.5632403,0.5716946,0.47080013,0.80851305,0.8655763
0.6886664,0.37187225,0.77730507,1.2332205,0.38778242,0.5489893,0.86782324,0.9069783
0.68974054,0.45117584,0.5936067,0.92301875,0.4509882,0.31755602,0.75278187,0.840801
0.9342097,0.9630918,2.7569814,1.5326608,0.74526614,0.5173532,0.6662177,0.6969671
0.8675942,0.5659045,1.7235327,1.5899032,0.5466003,0.53822577,0.80703855,0.846411
0.83665687,0.56066245,1.1415833,1.2919844,0.53902525,0.3472446,0.6858119,0.8188204
0.50131834,0.32526693,0.5774861,0.9437616,0.36820704,0.71091074,0.8630025,0.9064509
0.32403794,0.20869474,0.12201512,0.4465051,0.23585775,0.67802453,0.9517237,0.99977773
0.60642344,0.27542466,0.48576182,1.0031078,0.32601228,0.6816063,0.89523923,0.9356007
0.4224255,0.34291667,0.5834577,0.8306362,0.396894,0.7484686,0.831178,0.87776655
0.18367732,0.27091986,0.13823861,0.3078203,0.31911677,0.7220459,0.83703613,0.87703454
0.32141286,0.18403722,0.13732274,0.48538652,0.22396477,0.81943166,0.9040953,1.0
0.23968083,0.3412574,0.2682807,0.43624583,0.38898402,0.7144369,0.8287964,0.8473918
0.29528826,0.33321327,0.91402185,0.85760367,0.41225645,0.8584647,0.92786485,0.93588746
1.0083178,0.55265254,1.0978453,1.3932937,0.506777,0.35200655,0.6769861,0.79178953
0.2472053,0.31496656,0.23621534,0.43343383,0.36177137,0.70662946,0.8321238,0.857504
0.51765096,0.27216035,0.22486569,0.6844497,0.29959884,0.5431235,0.8174493,0.9847211
0.24387941,0.17071906,0.0798206,0.34643257,0.2025916,0.73950887,0.98464394,1.0
0.56929165,0.2903934,0.25599664,0.7043267,0.321214,0.47239625,0.8119039,0.98551303
0.33936867,0.25001082,0.13582365,0.42572165,0.27097815,0.542317,0.88806325,0.9997142
0.30883354,0.24195983,0.22510856,0.5321376,0.29585418,0.756527,0.893738,0.9218208
0.3101054,0.18632923,0.09810418,0.4211476,0.20878887,0.71891034,0.95734566,1.0
0.4181965,0.26866043,0.37306064,0.7789729,0.32295874,0.77222866,0.8606664,0.9005928
0.20722643,0.11026625,0.050742712,0.31257933,0.1405192,0.8931697,0.9885854,1.0
0.33942947,0.20462553,0.20240985,0.5886306,0.25786623,0.78198916,0.8654583,0.96249396
0.2700841,0.17324285,0.11258019,0.43339717,0.21038951,0.7997022,0.92596406,0.9936497
0.4338531,0.28881502,0.22420563,0.56785744,0.3312027,0.5422991,0.79457164,0.94460166
0.31190842,0.31919926,0.32393497,0.56128603,0.36699116,0.69189906,0.85417867,0.9023758
1.184922,0.9338955,4.139163,2.2052028,0.72989815,0.4061165,0.7672384,0.8387064
0.16961326,0.23515846,0.09099482,0.24508823,0.2787253,0.7215634,0.8848149,0.93336093
0.4742144,0.511213,0.4802653,0.6392573,0.5082646,0.34212315,0.66204906,0.81787497
0.3220465,0.26227903,0.122145295,0.38608164,0.28587705,0.45465925,0.9011287,1.0
0.27577937,0.24628039,0.18162195,0.45718217,0.29155198,0.72101754,0.85459983,0.93970126
0.20621818,0.27619988,0.16216725,0.3494075,0.32424906,0.74635124,0.84139067,0.8661428
0.24046233,0.19818401,0.14700727,0.42125815,0.25540155,0.8099599,0.8878859,0.94590527
0.16116616,0.09669057,0.022164784,0.19755968,0.1143788,0.9711442,0.99999994,0.99999994
0.655266,0.5217048,1.4545766,1.3303635,0.5349921,0.6811818,0.8422698,0.844994
1.1740574,0.5473643,1.9452801,1.9396081,0.54045004,0.5275719,0.7783779,0.8424402
0.98671275,0.6416008,2.1709414,1.7572981,0.5941675,0.4627569,0.79437935,0.8350618
0.4731212,0.58054906,0.59965247,0.7072438,0.5285005,0.3036244,0.7574149,0.78832006
0.4522227,0.3621583,0.31956702,0.62134844,0.3840987,0.44656911,0.7889485,0.88910925
0.950905,1.0088706,2.1122391,1.3670774,0.8084177,0.26003653,0.42701697,0.6414253
0.49714497,0.2166195,0.28885868,0.8156602,0.2641117,0.76960504,0.86828977,0.96006846
1.2009996,0.6425939,3.5083425,2.502479,0.5968915,0.61877775,0.8323577,0.8443766
0.53015786,0.34017998,0.5768891,0.914794,0.38894233,0.69487864,0.8451942,0.8701444
0.9278461,0.6877311,2.381995,1.7173493,0.6224598,0.5604611,0.80672693,0.8342683
1.4153707,0.6992792,3.3668146,2.4656305,0.6145689,0.4743712,0.790598,0.8397008
1.0849433,0.6405507,1.731521,1.6277663,0.6049932,0.35503528,0.5646137,0.8377484
0.6243347,0.30052564,0.4140794,0.8795598,0.3377932,0.48960152,0.88326293,0.9237076
0.56975186,0.30081436,0.29444155,0.7257631,0.32431692,0.52480614,0.84334046,0.9330561
1.2995728,0.7044695,2.6074002,2.0863867,0.62005585,0.30141988,0.72735715,0.83417374
0.5536694,0.2439922,0.23531866,0.7157813,0.2782696,0.57001233,0.8933155,0.97891814
0.67757267,0.63282335,0.9765673,0.9870834,0.56822157,0.27986318,0.71195,0.8136369
0.9457701,0.4401517,0.8428548,1.2794508,0.4592644,0.43532974,0.7275668,0.85546744
0.39371842,0.20120645,0.16838431,0.5494019,0.24335198,0.7715471,0.8969496,0.9764303
0.9620561,0.3422304,0.8893915,1.5813423,0.37250015,0.6761954,0.82998157,0.87122923
0.80763537,0.37695342,0.9907561,1.5218652,0.40437043,0.6370116,0.8143446,0.8824609
1.0430216,0.40223888,1.3593863,1.9053706,0.4255215,0.59920466,0.83871454,0.87196904
1.0207447,0.93068653,3.6749508,1.9508581,0.7371761,0.42897126,0.7112136,0.83896863
0.38469973,0.23578541,0.20950544,0.59421456,0.27370352,0.6865704,0.8560445,0.9766718
0.45857027,0.44958913,0.35689297,0.5894383,0.44515094,0.4474755,0.7069437,0.8328776
0.13607918,0.2531764,0.10310666,0.23104945,0.3113024,0.7569665,0.8481538,0.9085191
0.1889894,0.31355166,0.20338926,0.3382236,0.3676847,0.71789783,0.84796196,0.89836544
0.28507462,0.26070806,0.18200575,0.42575315,0.31323949,0.6735151,0.85707045,0.89398
0.74413437,0.6619416,1.9262203,1.444579,0.6071241,0.6566791,0.7553224,0.8240444
0.56476784,0.33600402,0.5122801,0.9686288,0.3727598,0.66230565,0.7745333,0.87754786
0.48512805,0.29798108,0.23259582,0.63837576,0.35551852,0.45581415,0.7808099,0.9507257
1.0241385,0.9381083,2.861666,1.7016569,0.7353681,0.30297938,0.5893611,0.79947543
0.3602321,0.33589166,0.24616978,0.5117667,0.36271524,0.5243913,0.7798867,0.90087086
0.40986398,0.3481113,0.2014012,0.4931015,0.35081363,0.30316493,0.82587624,0.96675664
0.23282486,0.2529141,0.09039512,0.33211115,0.34276262,0.491072,0.8457295,0.9345821
0.14430965,0.30677563,0.09963837,0.20833361,0.34528053,0.6337454,0.84170717,0.87922025
1.0796692,0.5812842,3.4648438,2.4711611,0.5667019,0.73497313,0.84521186,0.85612535
0.455868,0.31078282,0.48929575,0.85425293,0.36159232,0.72146446,0.8416573,0.9226336
1.311327,1.1221979,6.627993,2.7526357,0.8034814,0.6476792,0.7130623,0.7905042
0.2503568,0.36775064,0.22563474,0.39959046,0.46859103,0.6674485,0.7191215,0.7662872
0.3309207,0.30403167,0.18554288,0.46454144,0.34967822,0.4961362,0.72557086,0.9435121
0.60925347,0.41958526,0.36218303,0.7526528,0.40950328,0.28929275,0.66515213,0.9334158
0.4932377,0.5303979,0.95064175,0.9554893,0.51773566,0.5774139,0.73934746,0.85158867
0.22628182,0.1800563,0.07415171,0.30346465,0.22055401,0.6871586,0.94324774,0.9956106
0.79398274,1.1806003,3.1581824,1.3894677,0.82870555,0.35040927,0.5944362,0.76074547
0.4035635,0.40192118,0.3393408,0.5417351,0.41740173,0.38048342,0.81765693,0.8946435
0.5872175,0.53017837,1.033284,1.0933951,0.512858,0.56480676,0.7741755,0.84028846
0.77333885,0.6928174,1.7265918,1.392777,0.6213254,0.49444655,0.7448521,0.8006989
0.20203431,0.22575913,0.09290378,0.28671315,0.3095268,0.62312603,0.7316907,0.97336835
0.39863488,0.4154667,0.35459247,0.592679,0.4687009,0.42150202,0.76886004,0.8322671
0.97235185,0.48165187,1.377015,1.7981105,0.47206956,0.55005515,0.7416645,0.8082846
0.52958894,0.25653997,0.20326427,0.69276756,0.34000936,0.5684386,0.79689467,0.93246907
0.23611577,0.24028772,0.07854225,0.29247275,0.2972562,0.494969,0.8821984,0.9831327
0.5398329,0.5262572,0.9256462,0.88638836,0.5215586,0.6002341,0.8201503,0.8744429
0.64806914,0.5987043,0.7893606,0.85496473,0.5755913,0.26066098,0.55294055,0.86048603
0.20138071,0.23850867,0.07592866,0.2652542,0.29307202,0.52741987,0.8454679,0.9799813
0.7151496,0.52199334,0.7166597,1.0432514,0.4913935,0.5115717,0.60049975,0.7118953
0.16074775,0.20887877,0.10457817,0.28018007,0.27066168,0.80246717,0.8678349,0.9107448
0.5315846,0.46999413,0.56257,0.7920849,0.45751345,0.28914905,0.79753274,0.8449356
0.56503874,0.568486,0.86320376,0.90571254,0.5971196,0.54042274,0.6812814,0.7267892
0.3346182,0.39209548,0.34781343,0.56040186,0.41388503,0.4799908,0.788103,0.89392
1.0132222,0.78500384,1.9146553,1.5197121,0.66005343,0.18300723,0.59025794,0.82143044
0.31620738,0.3334228,0.16106762,0.3803843,0.3552819,0.38779238,0.8247086,0.934433
0.5457624,0.37040716,0.90164375,1.1769503,0.43328813,0.7603924,0.83111554,0.84585494
0.25848836,0.29957402,0.111501455,0.31753296,0.35456333,0.40413782,0.75843686,0.97678876
0.44438717,0.6296985,0.5503698,0.55882376,0.559523,0.2766465,0.6954993,0.8378279
0.7531765,0.57788163,1.7101083,1.4721375,0.5583711,0.6956041,0.7974302,0.82465756
0.17119408,0.19451822,0.069961645,0.24505843,0.23295991,0.77892274,0.8944442,0.99999994
0.32280323,0.2765117,0.22908922,0.5133395,0.3379251,0.6658135,0.8286548,0.91967934
0.5068203,0.3430854,0.24934347,0.59712327,0.35820875,0.28744513,0.83969784,0.9456013
0.73471797,0.5973074,1.1900097,1.2502394,0.5474031,0.370301,0.6765105,0.81413466
0.62642866,0.4202585,1.0430835,1.1924734,0.4536694,0.66083765,0.84155875,0.8808722
0.76963943,0.6200078,1.5507783,1.3647975,0.56940234,0.45303568,0.8076609,0.840604
1.4896774,0.96212685,5.2924924,2.7700949,0.73721766,0.4145496,0.7250285,0.8160798
0.712244,0.47428307,0.78093183,1.0885774,0.49940494,0.4408479,0.732231,0.7971807
0.9049806,0.54701304,0.887311,1.1708609,0.5132887,0.21181881,0.58353645,0.8718786
0.58197594,0.4330848,1.0610594,1.1730621,0.4632046,0.6435398,0.84128386,0.8706932
0.36074576,0.19382481,0.14834243,0.6382605,0.32651806,0.7008029,0.8800434,0.93224704
0.3722058,0.29492697,0.51591134,0.7835309,0.37392807,0.6837144,0.8798395,0.92563355
1.0240756,1.0342084,2.827428,1.5569695,0.77851576,0.23496845,0.5410939,0.7277608
0.4829293,0.3787131,0.6386635,0.8979396,0.43576843,0.6819276,0.79627913,0.825919
1.3235456,0.9644071,5.802675,2.764365,0.7324026,0.34529626,0.78885114,0.84313023
0.85001653,0.67989975,2.2195551,1.5256717,0.59800714,0.41018027,0.81164366,0.86805934
1.0540981,0.75927657,1.9693569,1.6122601,0.6393571,0.4461094,0.6265457,0.7355959
0.258788,0.22728702,0.20750593,0.5244807,0.2704811,0.671898,0.96360564,0.97457004
0.2550443,0.16452932,0.0781474,0.3501054,0.19601622,0.7662458,0.95943546,1.0
0.48393726,0.26450703,0.50302684,0.9883643,0.3186753,0.73193973,0.9040378,0.928567
0.25133917,0.15645717,0.07300657,0.34695297,0.18718523,0.7563758,0.9988948,1.0
0.43150693,0.2954542,0.2234912,0.5631037,0.34142637,0.47334436,0.7983341,0.95413554
0.6376804,0.29665238,0.8488221,1.3591213,0.37737554,0.81815314,0.83879125,0.8518269
0.66662925,0.35028464,0.6997222,1.1185349,0.40471682,0.6245473,0.7990884,0.90675604
0.58260906,0.329565,0.33053017,0.8658927,0.37303296,0.408866,0.7654889,0.9286182
0.5471704,0.2607851,0.45143703,0.971056,0.3186181,0.75668,0.8450281,0.89407355
0.42156482,0.24342,0.21183723,0.60326177,0.27406317,0.63857275,0.90644985,0.9477673
1.2650751,0.6977785,4.596561,2.83621,0.6203337,0.7342042,0.85104525,0.85460395
0.5475552,0.23552245,0.21987614,0.72315663,0.25380075,0.6401946,0.90474206,1.0
0.36261132,0.14717181,0.13326234,0.57170933,0.19076502,0.78854954,0.9600197,0.9982359
0.36026585,0.29283524,0.30473816,0.6180142,0.33323482,0.68635195,0.86820024,0.92706686
0.52880543,0.512242,0.7206242,0.78856903,0.5248876,0.527639,0.7280965,0.8450263
0.52321106,0.28090712,0.6629852,1.088149,0.34612423,0.82845694,0.90341437,0.92465824
0.43745866,0.23601516,0.25574645,0.67531383,0.276797,0.7349954,0.90345407,0.9461151
0.7744176,0.5734607,1.1879807,1.1505818,0.5335285,0.36234435,0.78857946,0.8971852
0.8426734,0.45713866,1.9699469,1.8794796,0.49961695,0.81901574,0.84213614,0.8536335
0.2594118,0.16309412,0.12010304,0.44184974,0.21533586,0.7995522,0.8806553,0.99999994
0.065887965,0.17711082,0.020036185,0.08595146,0.20139273,0.7721719,0.970985,1.0
0.81969976,0.32754853,1.2626171,1.736598,0.39894247,0.77172333,0.84625304,0.886967
0.37254167,0.18865822,0.31188887,0.8057158,0.25438005,0.8691287,0.91955733,0.94885874
0.5340718,0.33645278,0.70624095,1.0559944,0.39777264,0.77891356,0.84248954,0.86318105
0.42014757,0.19870548,0.32854897,0.81880516,0.27052847,0.8125674,0.9018957,0.9403392
0.7898965,0.3491504,1.5012759,1.8115953,0.4213306,0.83267134,0.8512074,0.8921253
0.27723503,0.15523554,0.0867918,0.3977427,0.18671733,0.86524177,0.953005,1.0
0.25263688,0.16702242,0.13509469,0.45472997,0.22815797,0.8242198,0.872132,0.99584883
0.090309046,0.1166896,0.025655821,0.1400281,0.15463439,0.8759461,0.973203,1.0
0.6063648,0.314465,0.2917446,0.7506077,0.32073605,0.43158314,0.82407093,0.9932319
0.3496924,0.17400669,0.18964821,0.62975377,0.23085913,0.8014862,0.8969427,0.9793418
0.58204097,0.46553054,0.86636156,0.99968225,0.48932037,0.56556195,0.7818193,0.8552225
0.9055259,0.6314883,2.2627444,1.7047842,0.6027821,0.565738,0.723689,0.85676813
1.2760788,0.6985338,3.4700506,2.510324,0.625459,0.56794345,0.739894,0.82194465
0.36242732,0.19388951,0.1213656,0.52568895,0.21857755,0.6908958,0.97561073,0.9993944
0.31176162,0.18533327,0.12150894,0.49929643,0.29084846,0.7858306,0.9067445,0.93097585
2.2419744,0.9675379,8.6561985,4.6917768,0.7211738,0.26538184,0.65139574,0.76823014
0.71270245,0.5496762,1.433551,1.3547021,0.5288067,0.60403144,0.8108266,0.84860545
1.777089,0.83652866,6.614062,3.65925,0.69056135,0.6262183,0.7917381,0.83209234
1.1421747,0.54326165,3.2154908,2.5972629,0.551125,0.7545358,0.8311062,0.8504444
0.39580318,0.20595792,0.14503387,0.568699,0.25543094,0.65643364,0.92144847,0.9731582
1.0539867,0.6605087,3.4828596,2.3359478,0.617879,0.76593083,0.82555306,0.8415921
