abs_mn,abs_rel,sq_rel,rms,log_rms,a1,a2,a3
0.371616,0.32721478,0.3572263,0.6284298,0.36829475,0.55876863,0.8647908,0.9234295
0.40171444,0.35278374,0.50199807,0.734993,0.4058811,0.7110295,0.83802783,0.86344093
0.979859,0.7751796,2.8721514,1.8559526,0.6494874,0.4304284,0.74573606,0.8271277
0.82889533,0.5914351,1.5130061,1.4172764,0.57010365,0.43457776,0.6816102,0.85871243
0.679184,0.3680284,1.1532674,1.4986837,0.40009373,0.60669863,0.90577316,0.93069416
0.9168823,0.6164654,1.4892063,1.4389615,0.5918052,0.41831836,0.6446695,0.79431105
1.2638177,1.2269831,4.178333,1.9017036,0.8431579,0.28383812,0.57590556,0.68875885
1.9312316,1.2946202,12.769124,4.297576,0.84876674,0.4340399,0.75354177,0.818098
0.91150546,0.61493313,2.4800596,1.8995097,0.5810195,0.53831935,0.81162196,0.8309121
0.717915,0.46095005,1.0817302,1.3006918,0.46294793,0.47282812,0.8358859,0.8634887
0.44454616,0.27157736,0.38350168,0.82432675,0.32030463,0.6423729,0.8761086,0.94641155
0.5115922,0.23820291,0.29206327,0.76331764,0.2839605,0.64065456,0.92562735,0.95222974
0.349457,0.27760908,0.2422052,0.5353212,0.32083887,0.54744524,0.91257304,0.9510644
0.26635826,0.39509702,0.31464553,0.46397263,0.42370835,0.6087443,0.8126221,0.8418783
0.62421864,0.35531572,0.4272209,0.8577624,0.37863657,0.38083994,0.8145215,0.9073548
0.23707879,0.34164175,0.2153009,0.38927573,0.37624872,0.612203,0.82236737,0.8465983
0.32627302,0.35386834,0.5719609,0.6909195,0.40628946,0.6504239,0.8966633,0.92608714
1.1260126,0.5785232,1.4164639,1.6620921,0.5244871,0.37000412,0.64664215,0.7983825
0.40885863,0.52346265,0.75579673,0.77390105,0.52353305,0.59921724,0.7987524,0.830493
0.6554145,0.338308,0.4853096,1.0078452,0.35975564,0.47354248,0.82662886,0.90661335
0.3475549,0.23787084,0.19687213,0.5519181,0.27578056,0.68359214,0.87497026,0.9503898
0.43588457,0.21744774,0.14356247,0.5390381,0.25431615,0.56530786,0.94288075,0.99999994
0.70646214,0.52381843,0.71114457,0.9725521,0.49453574,0.3468015,0.63904154,0.75836444
0.29087302,0.2268734,0.18972212,0.48816022,0.2800021,0.7515896,0.90086704,0.9361272
0.5133715,0.29266316,0.4061638,0.88086504,0.32769874,0.64076596,0.84621,0.912657
0.259458,0.1732061,0.12561108,0.4433823,0.21894084,0.8420659,0.9267789,0.9730645
0.2747697,0.14716938,0.067906976,0.35815668,0.17505231,0.803533,0.9964752,1.0
0.20455305,0.1229499,0.042889174,0.26954746,0.15225972,0.8482359,0.9995816,1.0
0.2533636,0.15526555,0.13078168,0.47970384,0.2114944,0.85466534,0.90932184,0.9833359
0.37411278,0.24121778,0.12312388,0.43880975,0.2792666,0.47476628,0.9225409,0.99999994
0.27044725,0.27719867,0.2314438,0.47115934,0.33171183,0.6676435,0.8827254,0.92286354
1.3858718,1.0706036,5.190935,2.4871886,0.78826076,0.30653965,0.60482043,0.83077455
0.21465622,0.28229758,0.10410347,0.27242154,0.32263383,0.533483,0.84703755,0.94473994
0.53550154,0.562422,0.60372674,0.7265656,0.57963973,0.33113,0.557462,0.72153854
0.35694325,0.29447562,0.16588344,0.44322455,0.32904804,0.45775694,0.77751845,0.9834083
0.2375764,0.20746516,0.09964565,0.34026247,0.23930497,0.7251549,0.90055585,0.9960112
0.46985498,0.629646,1.0172168,0.8749297,0.5869172,0.4966108,0.7752356,0.81963074
0.21400163,0.17587765,0.07604479,0.30490848,0.22482646,0.7659166,0.9143991,0.99978197
0.28533867,0.16259554,0.098336846,0.4170276,0.20585756,0.7926782,0.93406725,0.9999796
0.7198896,0.57523525,1.4892278,1.3142669,0.5574294,0.5854539,0.772855,0.8409816
2.0661533,0.9795174,6.470303,3.5071743,0.76038265,0.3621195,0.58539546,0.79899925
0.93424815,0.5898912,1.6022236,1.5250249,0.56509954,0.41351312,0.8259114,0.84242415
0.5096019,0.61422366,0.6536418,0.7428551,0.5541287,0.18910903,0.7034642,0.7967434
0.3804397,0.3005604,0.17413738,0.4679539,0.3399041,0.4712231,0.7449846,0.98826796
0.8617182,0.8720834,1.600658,1.2307327,0.75755304,0.22002879,0.45362422,0.6622459
0.78735226,0.33621362,0.739364,1.3230675,0.37302178,0.60439515,0.82582253,0.895007
1.5820316,0.8485122,5.8834863,3.2433655,0.69489026,0.484556,0.78419894,0.8330842
0.5576939,0.35382545,0.54940975,0.89723057,0.38436434,0.66965306,0.8508281,0.8895878
1.0045183,0.70666194,1.8640455,1.5408458,0.63170666,0.3245782,0.6478145,0.8289008
2.2114646,1.0983795,7.5920973,3.7395425,0.7980395,0.3766005,0.6289521,0.7555008
1.075734,0.60874623,1.2939728,1.4461591,0.61321944,0.28239062,0.50648123,0.6986786
0.88647026,0.4290549,0.78108424,1.2099258,0.44685504,0.36563748,0.738944,0.88167167
0.76749045,0.40365633,0.4968586,0.9481404,0.41593271,0.3177251,0.73292124,0.8657525
1.1722077,0.60529095,1.4051708,1.5764848,0.57988757,0.25538513,0.51340747,0.8137092
0.59965783,0.2645951,0.2785122,0.7786837,0.29886478,0.5625051,0.8574455,0.9783834
0.80083627,0.7234527,1.2101239,1.1286798,0.6266243,0.24489796,0.5641383,0.7687154
2.004545,1.016872,5.5510664,3.1187727,0.78713775,0.2753965,0.49355176,0.72957015
0.73832667,0.36938357,0.45091507,0.9216137,0.39853147,0.3888591,0.7013539,0.9053703
1.0130087,0.35481706,0.75899035,1.46655,0.37528986,0.5106095,0.8017238,0.86911553
0.6532199,0.34266242,0.40190208,0.8530936,0.36309335,0.5025928,0.819146,0.9065108
1.042311,0.39210907,1.0608387,1.7037672,0.40987012,0.5814704,0.7917025,0.84858125
1.9776068,1.8725891,17.40166,4.237431,1.0135748,0.25464574,0.5547507,0.77626413
0.62892205,0.3832844,0.60179514,1.0076109,0.40517443,0.5200753,0.8017874,0.8490789
0.46498716,0.4691893,0.36216745,0.57841605,0.45082828,0.24881043,0.74839056,0.82006675
0.15895204,0.29778,0.17135279,0.29518822,0.35813105,0.74660856,0.8623698,0.9011805
0.23029047,0.38105196,0.27829376,0.39829195,0.41804922,0.56029385,0.84541696,0.8916615
0.26543596,0.22526972,0.09699078,0.32685566,0.25379097,0.6710235,0.91298383,0.98720413
0.6672581,0.5871853,1.1169537,1.0794656,0.5449913,0.4884465,0.7288702,0.82185555
0.68656516,0.40532708,0.4852764,0.937709,0.41760334,0.35363573,0.6833703,0.8603971
0.56726277,0.3592736,0.2707233,0.67215735,0.39509255,0.28643507,0.6963887,0.93818706
1.338723,1.2396772,4.493737,2.1294239,0.8688658,0.21941723,0.41557723,0.6446457
0.48301527,0.4584307,0.4907284,0.71291083,0.46723035,0.417801,0.7243617,0.8193905
0.37461156,0.3172745,0.23063184,0.5256347,0.3364463,0.46538568,0.86536866,0.9306226
0.3247843,0.38304272,0.17703004,0.4289296,0.49001244,0.33419526,0.61577934,0.8357732
0.17756934,0.37966675,0.11889378,0.22693156,0.39562848,0.39267778,0.80154973,0.8800607
0.91902804,0.4817193,1.6334704,1.7118515,0.49147707,0.55746245,0.8334028,0.8619778
0.39102557,0.27383474,0.25153607,0.5941502,0.30855355,0.6162855,0.9100605,0.9361912
0.86936945,0.7250141,1.9614367,1.4816414,0.62482977,0.5805179,0.71022135,0.77027
0.22214983,0.31067196,0.15371948,0.35545155,0.4368962,0.65898585,0.7401863,0.8134529
0.4357486,0.39833274,0.41717184,0.6853286,0.44264388,0.4741505,0.69914454,0.86395
0.4848111,0.31469268,0.31555942,0.76171374,0.33359626,0.50422245,0.82681924,0.9463568
0.5086398,0.52242553,0.82395166,0.9018504,0.5114113,0.56037456,0.7745431,0.8201478
0.3813665,0.26389176,0.15848373,0.5094916,0.2929482,0.51637685,0.862783,0.9936783
0.5440854,0.77166444,1.0131551,0.81973815,0.654495,0.3160661,0.5870662,0.772163
0.5168834,0.48948056,0.41461495,0.6388011,0.49899226,0.29249883,0.5732747,0.8244807
0.63606036,0.54822576,1.1794136,1.1768259,0.5257301,0.5852368,0.80300087,0.82937014
0.9631527,0.86091566,2.532068,1.6933389,0.7041988,0.37233248,0.6939037,0.78463125
0.2326164,0.26022634,0.09210824,0.29031283,0.31814885,0.5040536,0.7971828,0.9882694
0.5294372,0.562193,0.605357,0.74881375,0.59074515,0.32678595,0.60760885,0.7448499
0.87684333,0.4367707,1.0179632,1.5451993,0.4375701,0.45554423,0.7290659,0.877577
0.49178323,0.23985879,0.17698081,0.6367818,0.30702743,0.5323666,0.82365507,0.99542964
0.23130389,0.2260379,0.08028497,0.30512926,0.32646188,0.6121642,0.74784386,0.9730258
0.6632372,0.6480763,1.4030776,1.0967832,0.5884434,0.45101967,0.812047,0.8568631
0.79633385,0.7065585,0.8170172,0.92240715,0.67952,0.18239643,0.3058758,0.5627733
0.25656298,0.29822102,0.09669541,0.3047355,0.36078045,0.32473585,0.7873289,0.9638415
0.65952015,0.4972442,0.6437074,0.94599706,0.47621116,0.5441773,0.6625159,0.77581614
0.24639611,0.32040918,0.19176817,0.37904724,0.35911307,0.583145,0.8216509,0.8757667
0.60108286,0.5313427,0.584483,0.8089465,0.50150293,0.19959518,0.6584425,0.86074567
0.6697172,0.68868816,1.3665395,1.1141616,0.66356945,0.53566575,0.6710644,0.7301167
0.47872102,0.536294,0.96668637,0.9299152,0.5295871,0.53737134,0.774358,0.8632074
1.1943599,0.91042614,2.60366,1.7927762,0.7497125,0.19912286,0.41833186,0.70607775
0.43856198,0.45512843,0.32648686,0.5513821,0.4735673,0.2942539,0.6256401,0.8077764
0.39025885,0.28312144,0.2562423,0.6178066,0.32099056,0.57885253,0.8473093,0.9256951
0.356281,0.42043358,0.20708847,0.42663476,0.49238092,0.2988091,0.49720636,0.8160659
0.4084086,0.56490386,0.38459393,0.48793927,0.51700556,0.37262276,0.6877637,0.7874396
0.7145625,0.557564,1.2644668,1.2362324,0.5385517,0.4614063,0.7776627,0.8487551
0.29474464,0.3362592,0.21660262,0.43022227,0.36814448,0.50889796,0.82197213,0.889563
0.22141661,0.188688,0.094590425,0.33898157,0.25042373,0.75184566,0.884543,0.97696364
0.5714466,0.39556998,0.34303343,0.6809148,0.40638536,0.2544576,0.76911193,0.9319157
0.7319194,0.56449795,0.89809394,1.1068437,0.5225562,0.3347302,0.68876183,0.7922203
1.447118,0.9911769,7.7908397,3.2654843,0.7362726,0.48139033,0.82281953,0.8581606
1.1918495,0.9637131,3.8886917,2.1613886,0.73882574,0.28155562,0.69459045,0.80058223
2.317447,1.500555,13.498845,4.450446,0.92336285,0.22439447,0.6100731,0.76237476
0.7701232,0.51704186,0.9421954,1.1873294,0.53929055,0.4108108,0.6782406,0.80561733
1.1635482,0.71778727,2.112449,1.7696967,0.6192221,0.1885721,0.5454357,0.8490228
0.8866007,0.6704865,3.3430555,2.0834146,0.5994007,0.46745285,0.8065423,0.86435604
0.52021813,0.30981088,0.27465415,0.7929229,0.44829917,0.4549951,0.77231616,0.8880382
0.55481106,0.4384286,0.7980536,0.9799282,0.46401322,0.5651848,0.7674418,0.88303596
0.996009,0.94463825,1.9838732,1.3691962,0.75728756,0.18835917,0.4538921,0.6946684
0.8054115,0.6386183,1.4163291,1.3299994,0.59320086,0.41982692,0.7110117,0.79268
1.1135393,0.80128527,3.3969681,2.1056268,0.6670308,0.33741772,0.7339988,0.857783
1.1894661,0.97878,5.338697,2.3718262,0.7346246,0.4236055,0.73111343,0.8401908
2.6714637,1.9539316,18.501719,4.943325,1.0528373,0.2229872,0.61034614,0.64296126
0.23900114,0.20363331,0.18255052,0.49563935,0.25136536,0.7660626,0.96213144,0.9745393
0.3648213,0.23135273,0.14876953,0.49314764,0.26339883,0.577768,0.9275827,0.9852359
0.34974942,0.19802614,0.15789826,0.53996485,0.23524745,0.7516211,0.92189604,0.981541
0.30092284,0.18983614,0.12444059,0.45320827,0.22870551,0.7540611,0.921051,0.98915654
0.52818227,0.36264396,0.34923062,0.7009882,0.41461945,0.43199962,0.6911306,0.88829815
1.5272046,0.709686,4.5618234,3.162313,0.6358535,0.63388443,0.80475944,0.82811415
0.61946243,0.3412082,0.45323774,0.8682358,0.3865495,0.3923948,0.8251884,0.94857013
0.46237633,0.22321405,0.2130855,0.74411356,0.29727283,0.6295342,0.85697055,0.9595551
1.145033,0.54867655,2.382182,2.2299738,0.5404162,0.6016874,0.8330466,0.84291375
0.47615853,0.27174845,0.23522083,0.640066,0.3111667,0.5272036,0.8484957,0.95612794
2.2021387,1.2064726,14.986143,5.1349053,0.8151827,0.4575191,0.81273043,0.83857906
0.5905421,0.24586664,0.25252575,0.7844911,0.27195936,0.58400035,0.8901478,0.9969855
0.84802127,0.3271826,0.8906388,1.5170009,0.3707464,0.693163,0.83847874,0.8833412
0.37906152,0.3212108,0.2354693,0.52165514,0.33937415,0.5229911,0.8118632,0.9469964
0.73123175,0.7301825,1.4986336,1.105128,0.6360605,0.37135497,0.6787927,0.8246163
0.7310782,0.3880533,0.976811,1.3281617,0.41549063,0.5752593,0.86935276,0.9104682
0.51326835,0.27749968,0.3895579,0.82700515,0.32405943,0.65702367,0.88676715,0.9309677
0.64858973,0.47545564,0.7082711,0.8926066,0.48270026,0.3851049,0.744819,0.9146215
2.002235,1.0842226,11.730624,4.606996,0.7814799,0.52642936,0.8357906,0.84121466
0.31981844,0.20346275,0.17544296,0.5357051,0.2519649,0.74639255,0.9046504,0.9545741
0.057071272,0.15136403,0.012373749,0.068435326,0.19233148,0.7271402,0.98691964,1.0
1.609796,0.63201076,4.082331,3.1237483,0.5773455,0.51826906,0.7962868,0.84025544
0.3612272,0.18749234,0.22480692,0.6769863,0.24134266,0.82576346,0.92798305,0.9600302
0.50625515,0.32446432,0.30596423,0.69353503,0.3496522,0.46329623,0.82241505,0.91614383
0.5039395,0.24514449,0.41176015,0.90402913,0.30022615,0.74869174,0.9108753,0.9381401
2.1784697,0.9403961,10.037765,4.8111997,0.7328965,0.53281635,0.8176239,0.8373999
0.2852007,0.15785086,0.08727515,0.39897093,0.19766717,0.7633001,0.95977867,1.0
0.37700087,0.25391454,0.213124,0.56987756,0.29768705,0.59490407,0.88112956,0.9480594
0.1804863,0.23619941,0.066565916,0.22383338,0.2615204,0.5684036,0.9193245,0.9993656
0.49133113,0.25341493,0.21583721,0.6503489,0.27872884,0.5695098,0.8899235,0.9883975
0.5802251,0.2970695,0.37104413,0.8701857,0.33023787,0.5538004,0.8615074,0.92819536
0.7616658,0.59863263,1.4933228,1.3206453,0.5764116,0.4989855,0.71729296,0.8177072
0.87697893,0.61084664,1.780547,1.4934978,0.58072615,0.4683151,0.712759,0.8535377
1.451627,0.7941327,3.2091339,2.443259,0.66836816,0.3881438,0.6536712,0.73772544
0.30466127,0.16269824,0.0901987,0.44965822,0.19131361,0.74276465,0.991564,0.9993944
0.3266658,0.20543042,0.11696815,0.47293952,0.2817463,0.6548548,0.9114352,0.94341964
1.3517331,0.5814312,2.0238674,2.2674654,0.52765125,0.33642533,0.70369077,0.84627974
0.7843752,0.595525,1.6844844,1.4780222,0.5585553,0.5634128,0.7466278,0.8389706
2.2860677,1.0441154,9.523276,4.4809675,0.7748966,0.5160093,0.75995827,0.7978596
1.6169771,0.7644973,4.9523683,3.2196472,0.6489611,0.48008606,0.7639876,0.8159399
0.4497991,0.22965609,0.20140913,0.65455514,0.28531548,0.6316339,0.8874594,0.9549157
0.7753719,0.47814056,1.2998489,1.436457,0.4936635,0.6051079,0.8326385,0.8426173
0.9358803,0.67517215,1.3624076,1.3320838,0.63324106,0.31683922,0.5379275,0.68382317
